Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
생선,魚,Fresh Fish,콩,豆,Bean,신,新,New,자,定規,ruler,얼굴,顔,face,일요일,日曜日,Sunday,음료수,飲料水,Beverage,설날,ソルラル (旧正月),Lunar New Year,허리,腰,Waist,생선 요리를 좋아해요.,魚料理が好きです。,I like fish dishes.,さかな
달,~ヶ月、月,Month,오전,午前,forenoon,일본요리,日本料理,Japanese Cuisine,술,酒,Alcohol,식탁,食卓,Dining Table,화장실,トイレ,Restroom,거짓말,嘘,Lie,센티미터,センチメートル,Centimeter,스피커,スピーカー,speaker,이번 달은 매우 바빠요.,今月はとても忙しいです。,This month is very busy.,つき
아버님,お父様,Father (honorific),은행,銀行,bank,벚꽃,桜,Cherry Blossom,일본,日本,Japan,예산,予算,budget,아내,妻,Wife,탤런트,タレント,Talent,주머니,ポケット,Pocket,소,牛,Cow,아버님이 건강하세요.,お父様がお元気です。,Father is healthy.,おとうさま
지난달,先月,Last Month,고양이,猫,Cat,만약(에),もし,if/suppose,원피스,ワンピース,Dress,법,法,law,신,新,New,그릇,器、容器,Bowl,저녁식사,夕食,Dinner,성,姓,Last Name,지난달에 여행을 갔어요.,先月旅行に行きました。,I went on a trip last month.,せんげつ
그거,それ,That thing,어떤,どんな,what kind of,은색,銀色,silver,날짜,日付,Date,결정,決定,Decision,계란,鶏卵、たまご,Egg,마음,心、気持ち,Heart/Feeling,시설,施設,Facility,미술,美術,Art,그거는 정말 재미있어요。,それは本当に面白いです。,That is really interesting.,それ
가운데,中間,Middle,옆,横,Next To,두부,豆腐,Tofu,갈비,カルビ,Beef Ribs,기간,期間,Period,저쪽,あちら,That Side,바닥,床,floor,작은아버지,父の弟、おじ,Uncle (Paternal),하지만,でも,but/however,우리 집은 공원과 집 사이의 가운데에 있어요。,私の家は公園と家の間の中間にあります。,My house is in the middle between the park and the house.,あいだ
전화기,電話機,Telephone,무리,無理,Impossible/Group,개나리,レンギョウ,Forsythia,예약,予約,Reservation,축구,サッカー,Soccer,동대문시장,東大門市場,East Daemun Market,사촌,いとこ,Cousin,약,約~、薬,Approximately/Medicine,우정,友情,friendship,전화기가 고장 났어요.,電話機が故障しました。,The telephone is broken.,でんわき
그러니까,だからこそ,that’s why,당근,にんじん,Carrot,병원,病院,hospital,사업가,事業家,Businessperson,셔츠,シャツ,shirt,약,約~、薬,Approximately/Medicine,정거장,停車場,Station,자동차,自動車,car,방문,訪問,Visit,그러니까 지금이 기회예요.,だからこそ今がチャンスです。,That’s exactly why this is an opportunity.,だからこそ
쌀,米,Rice,그러면,それなら,then/in that case,태풍,台風,typhoon,시계,時計,Clock,중국,中国,China,무궁화,むくげ,Mugunghwa (Hibiscus syriacus),구청,区役所,ward office,오직,ただ,only/exclusively,해외,海外,Abroad,쌀을 씻었어요.,米を洗いました。,I washed the rice.,こめ
빵,パン,bread,콜라,コーラ,Cola,그래프,グラフ,graph,원피스,ワンピース,Dress,공연,公演,Performance,절망,絶望,despair,위치,位置,Location,어디,どこ,where,어저께,昨日,Yesterday,빵을 구웠어요.,パンを焼きました。,I baked bread.,ぱん
