Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
직접,直接,Directly,커피,コーヒー,Coffee,영하,零下,Minus,투어,ツアー,tour,큰아버지,父の（１番上の）兄、伯父,Uncle,오래,長く,Long Time,만일,万一,if by any chance,갑자기,急に,Suddenly,러시아,ロシア,Russia,직접 물어봤어요.,直接聞いてみました。,I asked directly.,ちょくせつ
거짓말,嘘,Lie,영하,零下,Minus,덕분,おかげ,Thanks to,과학자,科学者,scientist,커피숍,コーヒーショップ,Coffee Shop,단어,単語,Word,종류,種類,Kind,상당히,かなり,quite/fairly,골프,ゴルフ,Golf,그는 거짓말을 하지 않아요。,彼は嘘をつきません。,He does not lie.,うそ
듣기,聞くこと、聞き取り,Listening,불,火,Fire,지도,地図,map,풀,草,Grass,소개,紹介,Introduction,모니터,モニター,monitor,소리,音,Sound,노란색,黄色,Yellow,정원,庭,garden,듣기가 어려워요.,聞くことが難しいです。,Listening is difficult.,ききとり
발전,発展,Development,팀,チーム,team,모래,砂,sand,이야기,話,Story,대답,答え,Answer,국적,国籍,Nationality,순서,順序,Order,말,言葉、話,Word/Speech,물리,物理,Physics,기술이 발전하고 있어요.,技術が発展しています。,Technology is developing.,はってん
요일,曜日,Day of the Week,가스,瓦斯,gas,이야기,話,Story,계좌,口座,account,메뉴,メニュー,Menu,밥,ご飯、食事,Meal/Rice,필통,筆箱,pencil case,대학생,大学生,College Student,예문,例文,Example Sentence,요일을 확인하세요.,曜日を確認してください。,Check the day of the week.,ようび
만,万,Ten Thousand,목걸이,ネックレス,Necklace,시장,市場,Market,쓰기,書くこと,Writing,무,大根,Radish,타월,タオル,Towel,열차,列車,Train,시합,試合,match/game,고구마,さつまいも,sweet potato,그는 만 원을 벌었어요.,彼は一万円を稼ぎました。,He earned ten thousand won.,まん
문제,問題,Problem,동아리,愛好会、サークル,Club,경기장,競技場,stadium,달력,カレンダー,calendar,동안,~の間,During,새,新しい/鳥,New/Bird,사람,人,Person,그러나,しかし,but/however,책임,責任,Responsibility,문제가 생겼어요.,問題が発生しました。,A problem has occurred.,もんだい
치마,スカート,skirt,딸기,いちご,Strawberry,시골,いなか,Countryside,휴가,休暇,Vacation,건물,建物,Building,예측,予測,prediction,음반,音盤,Record,이런,こんな,this kind of,생명,生命,life,치마가 예뻐요.,スカートがかわいいです。,The skirt is cute.,すかーと
와이셔츠,ワイシャツ,Shirt,저런,あんな,that (over there) kind of,행복,幸福,happiness,왼쪽,左,Left Side,항상,いつも,always,여행사,旅行社,Travel Agency,감자,じゃがいも,Potato,기침,咳,Cough,사건,事件,incident,새 와이셔츠를 입었어요.,新しいワイシャツを着ました。,I wore a new shirt.,わいしゃつ
카메라,カメラ,Camera,교육,教育,education,잘못된,誤った,wrong/incorrect,연락처,連絡先,Contact Info,다리,脚、足、橋,Leg/Foot/Bridge,휴대전화,携帯電話,Mobile Phone,불,火,Fire,동안,~の間,During,작은,小さい,small,저는 새로운 카메라를 샀어요。,私は新しいカメラを買いました。,I bought a new camera.,かめら
