Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
타월,タオル,Towel,어깨,肩,Shoulder,심리학,心理学,psychology,이런,こんな,this kind of,아이,子供,Child,군인,軍人,soldier,직장,職場,Workplace,어디서,どこで,where (location),시간표,時間表,Schedule,타월로 얼굴을 닦았어요.,タオルで顔を拭きました。,I wiped my face with a towel.,たおる
고의로,故意に,intentionally/on purpose,김포공항,金浦空港,Incheon Airport,조용히,静かに,Quietly,연,年,year,표,チケット,Ticket,아이스크림,アイスクリーム,Ice Cream,코,鼻,nose,씩,~ずつ,Each,중,中,Middle,고의로 그런 건 아니에요.,故意にやったわけではありません。,I didn’t do it on purpose.,こいに
양복,スーツ,Suit,숲,森,forest,꽤,けっこう,quite/rather,장마철,梅雨時,Rainy Season,냄새,におい,Smell,목요일,木曜日,Thursday,공짜,無料,Free (no charge),버스정류장,バス停,Bus stop,삼일절,サミルチョル (3.1節),March 1st Movement Day,양복을 입었어요.,スーツを着ました。,I wore a suit.,すーつ
패션,ファッション,Fashion,천둥,雷,thunder,떡볶이,トッポギ,Tteokbokki,주차장,駐車場,parking lot,팀,チーム,team,미리,前もって、あらかじめ,In Advance,바로,すぐに、まさに,Immediately/Exactly,거실,居間,Living Room,비디오,ビデオ,Video,패션 잡지를 읽었어요.,ファッション雑誌を読みました。,I read a fashion magazine.,ふぁっしょん
지진,地震,earthquake,순서,順序,Order,좀더,もう少し,A Bit More,센티미터,センチメートル,Centimeter,내용,内容,Content,편지,手紙,Letter,아침식사,朝食,Breakfast,수저,箸とスプーン,Spoon and Chopsticks,냄새,におい,Smell,지진이 발생했어요.,地震が起こりました。,An earthquake occurred.,じしん
인천,インチョン,Incheon,세탁기,洗濯機,washing machine,운동선수,スポーツ選手,Athlete,짐,荷物,Luggage,반년,半年,Half a Year,개나리,レンギョウ,Forsythia,그곳,そこ,There,벌써,もう,already,간단히,簡単に,Simply,인천에는 국제공항이 있어요.,仁川には国際空港があります。,There is an international airport in Incheon.,いんちょん
번호,番号,Number,쥐,ネズミ,mouse,하숙집,下宿先,Lodging House,소설,小説,Novel,없이,なしで,Without,인터넷,インターネット,internet,결혼식,結婚式,Wedding,유치원,幼稚園,kindergarten,검은색,黒,Black,휴대폰 번호를 알려주세요.,携帯番号を教えてください。,Please tell me your phone number.,ばんごう
많이,多く、たくさん,Many/Much,데이터,データ,data,합격,合格,Pass,그들,彼ら,They,정문,正門,Main Gate,몽골,モンゴル,Mongolia,이것,これ,This,우체국,郵便局,post office,부인,夫人,Wife,많이 먹었어요.,たくさん食べました。,I ate a lot.,たくさん
지갑,財布,wallet,그들,彼ら,They,배,梨、船、お腹,pear,태풍,台風,typhoon,자,定規,ruler,발표,発表,Presentation,단어,単語,Word,그렇구나,なるほど,I see,잡지,雑誌,magazine,지갑을 잃어버렸어요.,財布をなくしました。,I lost my wallet.,さいふ
도시,都市,city,신호등,信号,traffic light,공항,空港,Airport,수영,水泳,Swimming,적갈색,赤褐色,reddish brown,사장,社長,President,파,ねぎ,Green Onion,식사,食事,Meal,만약(에),もし,if/suppose,도시에 사람이 많아요.,都市には人が多いです。,There are many people in the city.,とし
