Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
박물관,博物館,museum,테니스,テニス,Tennis,스피커,スピーカー,speaker,경기장,競技場,stadium,특징,特徴,Characteristic,학기,学期,Semester,기념일,記念日,anniversary,한,1つの~,One,내용,内容,Content,박물관을 구경했어요.,博物館を見学しました。,I visited the museum.,はくぶつかん
아들,息子,Son,편,編,Volume,전기자동차,電気自動車,Electric Car,쥐,ネズミ,mouse,안,~しない、中,Inside/Not,어머,まあ,Oh My,여동생,妹,Younger Sister,근처,近所,Neighborhood,응,うん,Yeah,제 아들이 학교에 다녀요.,私の息子が学校に通っています。,My son goes to school.,むすこ
성격,性格,Personality,가을,秋,Autumn,대화,対話,Conversation,나,僕、わたし、~や,I/We/Somebody,닭,鶏,chicken,학년,学年,Grade,대체로,だいたい,mostly/generally,필요,必要,Need,허리,腰,Waist,그녀의 성격이 밝아요.,彼女の性格は明るいです。,Her personality is bright.,せいかく
계산서,勘定書,bill/check,소방관,消防官,firefighter,하얀색,白色,white,생신,誕生日（目上の人の）,Birthday,어떤,どんな,What Kind Of,소설가,小説家,Novelist,스키장,スキー場,Ski Resort,확률,確率,probability,테니스,テニス,Tennis,계산서를 부탁합니다.,勘定書をお願いします。,"May I have the bill, please?",かんじょうしょ
신문,新聞,newspaper,몸,体,Body,저쪽,あちら,That Side,사탕,飴,Candy,수족관,水族館,aquarium,김포공항,金浦空港,Incheon Airport,스웨터,セーター,Sweater,심장,心臓,heart,메뉴,メニュー,Menu,신문을 매일 봐요.,新聞を毎日読みます。,I read the newspaper every day.,しんぶん
복도,廊下,hallway,이론,理論,theory,잠,睡眠,Sleep,일기,日記,Diary,답장,返信、返事,Reply,독서실,読書室,Study Room,무엇이,何が,What (subject),꿈,夢,Dream,전망,展望,prospect/view,복도를 따라 걸어요.,廊下を歩きます。,I walk along the hallway.,ろうか
오직,ただ,only/exclusively,말,言葉、話,Word/Speech,대부분,大部分,mostly/for the most part,값,値段、価値,Price,저렇게,あのように,Like That,일본어,日本語,Japanese Language,가능성,可能性,possibility,양식,洋食,Western Food,사진기,カメラ,Camera,오직 너만을 믿어요.,ただあなただけを信じています。,I only trust you.,ただ
누가,誰が,Who,문제,問題,Problem,빨래,洗濯,Laundry,자동차,自動車,car,고등학생,高校生,High School Student,의자,いす,Chair,이,歯,Tooth,사랑,愛,love,고장,故障,Breakdown,누가 이 일을 했어요?,誰がこの仕事をしましたか？,Who did this work?,だれが
권,巻,Volume,정원,庭,garden,피자,ピザ,Pizza,또,また、再び,Again,안개,霧,fog,직접,直接,Directly,국제,国際,International,전쟁,戦争,war,스타킹,ストッキング,Stockings,이 책은 세 권이에요。,この本は3巻です。,This book is three volumes.,かん
모자,帽子,hat,눈물,涙,Tears,마리,~匹、~頭,Counter for Animals/People,저녁,夕方,Dinner,천둥,雷,thunder,줄,列,Line,기념일,記念日,anniversary,두부,豆腐,Tofu,똑바로,しっかり,Straight/Properly,모자를 썼어요.,帽子をかぶりました。,I wore a hat.,ぼうし
