Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
반갑습니다,お会いできて嬉しいです,Glad to Meet (formal),잊어버리다,忘れてしまう,Completely Forget,퇴근하다,退社する,Leave Work,안녕하요,こんにちは,Hello,목욕하다,入浴する,Bathe,싱겁다,(味が)薄い,Plain,움직이다,動く,Move,빌리다,借りる,Borrow,행복하다,幸せだ,Happy,반갑습니다,お会いできて嬉しいです。,I'm glad to meet you.,うれしいです
떠들다,騒ぐ,Make Noise,운동하다,運動する,Exercise,귀엽다,かわいい,Cute,기쁘다,嬉しい,Happy,흐리다,曇る,Cloudy,쓰이다,使われる,Be Used,자르다,切る,Cut,시다,酸っぱい,Sour,빠르다,早い,Fast,아이들이 놀이터에서 떠들어요.,子供たちが遊び場で騒いでいます。,Children are making noise at the playground.,さわぐ
계시다,いらっしゃる,Be (honorific),재미있다,面白い,Interesting,가져오다,持って来る,Bring,좋다,良い,Good,위험하다,危険だ,Dangerous,시작하다,始める,Start,눕다,横になる、寝る,Lie Down/Sleep,쉬다,休む,Rest,배우다,習う、教わる,Learn,선생님께서 계세요。,先生がいらっしゃいます。,The teacher is present.,いらっしゃる
묻다,尋ねる、聞く,Ask/Inquiry,외롭다,さびしい,Lonely,못하다,できない,Can't/Unable to,갈아타다,乗り換える,Transfer,도와주다,助けてあげる、助ける,Help,세수하다,洗顔する,Wash Face,보내다,送る、過ごす,Send/Spend,가르치다,教える,Teach,기쁘다,嬉しい,Happy,그에게 길을 물었어요.,彼に道を尋ねました。,I asked him for directions.,たずねる、きく
도착하다,到着する、着く,Arrive,노랗다,黄色い,Yellow,타다,乗る,Ride,돕다,助ける、手伝う,Help,길다,長い,Long,고프다,空腹だ,Hungry,친절하다,親切だ,Kind,닫다,閉める,Close,괜찮다,大丈夫だ、構わない,It's Okay,그는 버스로 도착했어요.,彼はバスで到着しました。,He arrived by bus.,とうちゃくする
자다,寝る,Sleep,움직이다,動く,Move,보다,見る、より,See,촬영하다,撮影する,Film,취직하다,就職する,Get a Job,죄송하다,申し訳ない,Sorry,만들다,作る,Make/Create,덮다,覆う、かぶせる,Cover,올라가다,上る,Go Up,일찍 자요.,早く寝ます。,I sleep early.,ねる
느끼다,感じる,Feel,걸어오다,歩いて来る,Walk to Here,노래하다,歌う,Sing,맞아요,その通りです,That's Right (informal),곱다,美しい,Beautiful,고프다,空腹だ,Hungry,싸다,安い,Cheap,취직하다,就職する,Get a Job,볶다,炒める,Fry,그의 말에 감정을 느꼈어요.,彼の言葉に感情を感じました。,I felt emotions from his words.,かんじる
서다,立つ,Stand,신청하다,申請する,Apply,그만하다,やめる,stop/quit,사랑하다,愛する,Love,밀리다,滞る,Be Delayed/Be Stopped,내다,出す、起こす,Take Out/Issue,찾아가다,訪ねる,Visit,이렇다,こうだ,Be Like This,막히다,詰まる、つかえる,Block/Clog,줄을 서서 기다렸어요.,列に並んで待ちました。,I stood in line and waited.,たつ
내리다,下がる、降りる、降る,Descend/Drop/Rain,멋지다,素敵だ,nice,반갑습니다,お会いできて嬉しいです,Glad to Meet (formal),나다,出る,Appear/Leave,바쁘다,忙しい,Busy,외롭다,さびしい,Lonely,건강하다,健康だ,Healthy,말하다,話す、しゃべる,Talk/Speak,볶다,炒める,Fry,비가 내리고 있어요。,雨が降っています。,It is raining.,おりる
얘기하다,話す,Talk,안전하다,安全だ,Safe,먹다,食べる,Eat,울다,泣く,Cry,감사합니다,ありがとうございます,Thank you,미안합니다,すみません,I'm Sorry (formal),인터뷰하다,インタビューする,Interview,취직하다,就職する,Get a Job,시원하다,涼しい,Cool,친구와 얘기했어요.,友達と話しました。,I talked with my friend.,はなす
