Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
선택하다,選択する,Select,바쁘다,忙しい,Busy,마치다,終わる、終える,Finish/Complete,쓰다,書く,Write,적다,少ない,Few/Write Down,열리다,開かれる,Be Opened,잡수시다,召し上がる,Have (honorific),느리다,(速度が)遅い,Slow,갈아타다,乗り換える,Transfer,메뉴를 선택하세요.,メニューを選択してください。,Please choose a menu.,せんたくする
노랗다,黄色い,Yellow,불타다,燃える,be on fire,깨뜨리다,壊す,break (an object),움직이다,動く,Move,눕다,横になる、寝る,Lie Down/Sleep,교환하다,交換する,exchange,잘하다,上手だ,Do Well,걸어오다,歩いて来る,Walk to Here,걸어가다,歩いて行く,Walk to,바나나는 노랗게 익었어요。,バナナが黄色く熟しました。,The banana ripened to yellow.,きいろい
남기다,残す,Leave Behind,덮다,覆う、かぶせる,Cover,운동하다,運動する,Exercise,피우다,咲かせる,Bloom,만들다,作る,Make/Create,시다,酸っぱい,Sour,느낌,感じ、気持ち,Feeling/Mood,치료하다,治療する,Treat,읽다,読む,Read,음식을 남기지 마세요。,食べ物を残さないでください。,Please don't leave any food.,のこす
아니다,~でない,Not,어떻다,どうだ,Be Like,나빠지다,悪くなる,Worsen,웃다,笑う,Laugh,내려오다,下がって来る、降りて来る,Come Down/Descend,깨끗하다,清潔だ、きれいだ,Clean,고치다,直す,Fix,연습하다,練習する,Practice,생각하다,考える,Think,그는 학생이 아니에요.,彼は学生ではありません。,He is not a student.,ではない
모이다,集まる,Gather/Assemble,화나다,怒る,Get Angry,잊다,忘れる,Forget,이렇다,こうだ,Be Like This,맵다,辛い,Spicy,피우다,咲かせる,Bloom,고프다,空腹だ,Hungry,가열하다,加熱する,heat up,대답하다,返事する、答える,Answer,친구들이 모였어요.,友達が集まりました。,Friends have gathered.,あつまる
틀다,つける,Turn On,살다,生きる,Live,찍다,撮る,Take a Picture,나오다,出て来る、現れる,Come Out/Appear,꺼내다,取り出す,Take Out,추다,踊る,Dance,높다,高い,High/Tall,감사하다,感謝する,Be Grateful,찾아오다,訪ねて来る,Visit,라디오를 틀었어요.,ラジオをつけました。,I turned on the radio.,つける
없다,ない,Not Exist,내려오다,下がって来る、降りて来る,Come Down/Descend,틀리다,間違う,Be Wrong,구하다,求める、手に入れる,Seek,건강하다,健康だ,Healthy,고프다,空腹だ,Hungry,사다,買う,Buy,웃기다,笑わせる,Make Someone Laugh,준비하다,準備する,Prepare,돈이 없어요.,お金がありません。,I don't have money.,ない
처음 뵙겠습니다,初めまして,Nice to meet you,부치다,送る、焼く,Send/Bake,쉬다,休む,Rest,막히다,詰まる、つかえる,Block/Clog,좁다,狭い,Narrow,가져가다,持って行く,Take,친절하다,親切だ,Kind,시원하다,涼しい,Cool,놀다,遊ぶ,Play,처음 뵙겠습니다.,初めまして。,Nice to meet you.,はじめまして
싸다,安い,Cheap,틀다,つける,Turn On,굽다,焼く,Bake,불편하다,不便だ,Uncomfortable,기다리다,待つ,Wait,흐리다,曇る,Cloudy,가져가다,持って行く,Take,이상하다,おかしい,Strange,닫다,閉める,Close,이 가방은 싸요.,このバッグは安いです。,This bag is cheap.,やすい
시작하다,始める,Start,들어가다,入って行く、入る,Enter,취소하다,取り消す,Cancel,바뀌다,変わる,Change,만지다,触る、触れる,Touch,고치다,直す,Fix,찾아가다,訪ねる,Visit,앉다,座る,Sit,외출하다,外出する,Go Out,공부를 시작했어요.,勉強を始めました。,I started studying.,はじめる
