Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
잘생기다,ハンサムだ,Handsome,팔다,売る,Sell,오르다,上る,Climb,축하합니다,おめでとうございます,Congratulations,걱정하다,心配する,Worry,결정하다,決定する,Decide,복잡하다,複雑だ、混雑している,Complex/Crowded,물어보다,尋ねてみる、聞いてみる、聞く,Ask/Try Asking,필요하다,必要だ,Be Necessary,그는 정말 잘생겼어요.,彼は本当にハンサムです。,He is really handsome.,はんさむだ
배우다,習う、教わる,Learn,보이다,見える、見せる,See/Show,막히다,詰まる、つかえる,Block/Clog,감사드립니다,ありがとうございます,Thank you very much,출근하다,出勤する,Go to Work,들다,持つ、入る,Hold/Enter,따라오다,ついて来る,Follow Coming,안녕하요,こんにちは,Hello,잃다,失う,Lose,한국어를 배우고 있어요.,韓国語を習っています。,I am learning Korean.,ならう
돌아가다,帰って行く,Go Back,아프다,痛い,Hurt,넘어지다,倒れる,Fall Down,푹,ぐっすり,Deeply,밀리다,滞る,Be Delayed/Be Stopped,따라오다,ついて来る,Follow Coming,모이다,集まる,Gather/Assemble,불다,吹く,Blow,어울리다,似合う,Match,집에 돌아가고 싶어요.,家に帰りたいです。,I want to go back home.,かえっていく
작다,小さい,Small,수술하다,手術する,Operate,구하다,求める、手に入れる,Seek,따르다,従う,Follow,불다,吹く,Blow,밀리다,滞る,Be Delayed/Be Stopped,내리다,下がる、降りる、降る,Descend/Drop/Rain,싸다,安い,Cheap,담그다,漬ける,Soak,방이 작아요.,部屋が小さいです。,The room is small.,ちいさい
계획하다,計画する,plan,감동하다,感動する,Be Moved,느끼다,感じる,Feel,맵다,辛い,Spicy,늘다,増える、増す,Increase,떠들다,騒ぐ,Make Noise,펴다,広げる,Spread,드시다,召し上がる,Eat/Drink (honorific),가지다,持つ,Have,해외여행을 계획하고 있어요.,海外旅行を計画しています。,I'm planning an overseas trip.,けいかくする
안내하다,案内する,Guide,보이다,見える、見せる,See/Show,드리다,差し上げる,Give (polite),미안합니다,すみません,I'm Sorry (formal),남기다,残す,Leave Behind,차리다,整える,Set/Prepare,그리다,(絵を)描く,Draw,볶다,炒める,Fry,되다,~になる,Become,관광객을 안내했어요.,観光客を案内しました。,I guided the tourists.,あんないする
올라오다,上って来る,Come Up,주다,あげる,Give,보이다,見える、見せる,See/Show,넘어지다,倒れる,Fall Down,붓다,注ぐ,Pour,벌다,(お金を)稼ぐ、儲ける,Earn,어렵다,難しい,Difficult,많다,多い,Many/Many of,찾아가다,訪ねる,Visit,계단을 올라왔어요.,階段を上ってきました。,I came up the stairs.,のぼってくる
행복하다,幸せだ,Happy,어렵다,難しい,Difficult,이상하다,おかしい,Strange,구하다,求める、手に入れる,Seek,볶다,炒める,Fry,빠르다,早い,Fast,주다,あげる,Give,닦다,磨く、拭く,Wash/Clean,화나다,怒る,Get Angry,그녀는 행복해 보여요.,彼女は幸せそうです。,She looks happy.,しあわせだ
불타다,燃える,be on fire,불편하다,不便だ,Uncomfortable,기뻐하다,嬉しがる,Be Happy,재미있다,面白い,Interesting,이렇다,こうだ,Be Like This,정리하다,整理する,Organize,걸다,かける,Hang/Call,좋아하다,好む,Like,감다,(目を)閉じる,Close Eyes,산이 불타고 있어요.,山が燃えています。,The mountain is on fire.,もえる
아니요,いいえ,No,피곤하다,疲れる,Tired,보내다,送る、過ごす,Send/Spend,출근하다,出勤する,Go to Work,화나다,怒る,Get Angry,두껍다,厚い,Thick,먹다,食べる,Eat,건너가다,渡って行く,Cross Over,배우다,習う、教わる,Learn,"아니요,  다른 것을 찾고 있어요.",いいえ、別のものを探しています。,"No,  I am looking for something else.",いいえ
