Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
공중전화,公衆電話,Public Telephone,벚꽃,桜,Cherry Blossom,필름,フィルム,Film,소풍,遠足,Picnic,동아리,愛好会、サークル,Club,그리고,そして,and,예측,予測,prediction,화요일,火曜日,Tuesday,우표,切手,Stamp,공중전화는 요즘 거의 사용하지 않아요。,公衆電話は最近ほとんど使われていません。,Public telephones are rarely used these days.,こうしゅうでんわ
벌써,すでに、もう,Already,화요일,火曜日,Tuesday,노래방,カラオケ店,Karaoke Room,떡,餅,Mochi,원,ウォン,Korean Won,첫,初めての,first,질문,質問,Question,벌써,もう,already,가구,家具,Furniture,벌써 밤이 되었어요.,もう夜になりました。,It is already night.,もう
연구,研究,research,광복절,クァンボクチョル (光復節),Liberation Day,소풍,遠足,Picnic,음반,音盤,Record,냉면,冷麺,Cold Noodles,실례,失礼,Excuse,후배,後輩,Junior,시계,時計,Clock,과,課,Subject,연구를 계속하고 있어요.,研究を続けています。,I continue doing research.,けんきゅう
가뭄,干ばつ,drought,스키,スキー,Ski,미래,未来,Future,자동차,自動車,car,베이지색,ベージュ,beige,이제,いまや,Now,쌀밥,ご飯,Cooked Rice,날짜,日付,Date,비밀,秘密,Secret,가뭄으로 농사가 힘들어요.,干ばつで農作業が困難です。,Drought makes farming difficult.,かんばつ
무척,とても、非常に,Very/Extremely,반년,半年,Half a Year,사고,事故,accident,결과,結果,Result,아가씨,お嬢さん,Young Lady,결코,決して,never/by no means,저쪽,あちら,That Side,주차장,駐車場,parking lot,기침,咳,Cough,그는 무척 똑똑해요.,彼はとても賢いです。,He is very smart.,とても、ひじょうに
일찍,早く,Early,자장면,ジャージャー麺,Black Bean Noodles,살,歳,Age,수족관,水族館,aquarium,결코,決して,never/by no means,체육관,体育館,gym,죽,おかゆ,Porridge,식당,食堂,restaurant,작은어머니,父の弟の妻、おば,Aunt (Paternal),일찍 일어났어요.,早く起きました。,I woke up early.,はやく
요르단,ヨルダン,Jordan,결정,決定,Decision,하숙집,下宿先,Lodging House,다리,脚、足、橋,Leg/Foot/Bridge,범죄,犯罪,crime,아이보리색,アイボリー,ivory,한복,韓服,Hanbok,무용,舞踊、踊り、ダンス,Dance,탤런트,タレント,Talent,요르단을 여행했어요.,ヨルダンを旅行しました。,I traveled to Jordan.,よるだん
강,川,River,호,~号,Number,작은아버지,父の弟、おじ,Uncle (Paternal),하늘색,空色,sky blue,상당히,かなり,quite/fairly,시외,市外,Outside the City,이상,以上,More Than,교체,交換,Replacement,얼음,氷,Ice,강가에서 산책했어요。,川辺で散歩しました。,I took a walk by the river.,かわ
아마,多分,Probably,잠시,ちょっと,A While,소방서,消防署,fire station,양식,洋食,Western Food,식물원,植物園,botanical garden,아무,何もない,Nothing,지하철역,地下鉄の駅,Subway Station,얼마나 자주,どのくらい頻繁に,how often,시청,市役所,City Hall,아마 그는 올 거예요.,多分彼は来るでしょう。,He will probably come.,たぶん
어디,どこ,where,기차,汽車,Train,열심히,熱心に,Diligently,듣기,聞くこと、聞き取り,Listening,오히려,むしろ,rather (contrary),파티,パーティ,party,노트북,ノートパソコン,laptop,사장,社長,President,자두,すもも,plum,어디에 가고 싶어요?,どこへ行きたいですか。,Where do you want to go?,どこ
