Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
수저,箸とスプーン,Spoon and Chopsticks,홍차,紅茶,Black Tea,악기,楽器,Instrument,셔츠,シャツ,shirt,맥주,ビール,Beer,장,~枚,Piece,월급,月給,Salary,데이터,データ,data,그럼,では,Well then,수저를 준비했어요.,箸とスプーンを準備しました。,I prepared the spoon and chopsticks.,はしとすぷーん
힘,力,Strength,잠,睡眠,Sleep,청소기,掃除機,Vacuum Cleaner,거실,居間,Living Room,저런,あんな,that (over there) kind of,청바지,ジーンズ,Jeans,가능성,可能性,possibility,눈,目、雪,Eye/Snow,사원,社員,Employee,힘이 세요.,力が強いです。,I have strong strength.,ちから
선생님,先生,Teacher,경찰관,警察官,Police Officer,우체국,郵便局,post office,호텔,ホテル,Hotel,반바지,半ズボン,Shorts,영화관,映画館,Cinema,슈퍼마켓,スーパーマーケット,Supermarket,화산,火山,volcano,계산서,勘定書,bill/check,선생님이 수업을 시작하셨어요.,先生が授業を始められました。,The teacher started the class.,せんせい
수족관,水族館,aquarium,베이컨,ベーコン,Bacon,목,首、喉,Neck/Throat,월드컵,ワールドカップ,World Cup,카드,カード,Card,모임,集まり,Gathering/Meeting,중식,中国料理,Chinese Cuisine,아이스크림,アイスクリーム,Ice Cream,실수,失敗,Mistake,수족관에서 물고기를 구경했어요.,水族館で魚を見物しました。,I watched fish at the aquarium.,すいぞくかん
상품,商品,Product,입,口,mouth,미국,米国、アメリカ,USA/United States,직원,職員,staff/employee,청바지,ジーンズ,Jeans,섬,島,Island,공연,公演,Performance,독서실,読書室,Study Room,드라마,ドラマ,Drama,새로운 상품을 출시했어요.,新しい商品を発売しました。,A new product was launched.,しょうひん
음식,食べ物,Food,단어,単語,Word,골프,ゴルフ,Golf,동쪽,東、東側,East,무궁화,むくげ,Mugunghwa (Hibiscus syriacus),경험,経験,Experience,감사,感謝,Gratitude,기쁨,喜び,joy,키보드,キーボード,keyboard,음식을 맛있게 먹었어요.,食べ物を美味しく食べました。,I enjoyed the food.,たべもの
다른,別の~、違う~,Different ~,상,賞,award,봄,春,Spring,생일,誕生日,Birthday,살,歳,Age,좀,ちょっと,A Little,아주머니,おばさん,Aunt,졸업,卒業,graduation,군인,軍人,soldier,다른 방법을 시도해 봐요.,別の方法を試してみてください。,Try a different method.,べつの
공책,ノート,Notebook,연습,練習,Practice,지난달,先月,Last Month,번,~回,Times,일본말,日本語,Japanese Language,평일,平日,weekday,딸기,いちご,Strawberry,명,~名,Counter for People,색,色,Color,새 공책을 샀어요。,新しいノートを買いました。,I bought a new notebook.,のーと
극장,劇場,theater,무리,無理,Impossible/Group,현재,現在,present,고양이,猫,Cat,갈비,カルビ,Beef Ribs,바람,風,wind,책방,本屋,Bookstore,경복궁,景福宮,Gyeongbokgung Palace,남동생,弟,Brother (younger),극장에서 영화를 봤어요.,劇場で映画を見ました。,I watched a movie at the theater.,げきじょう
기타,その他,Other/Guitar,여러,いくつかの,several/various,문화,文化,culture,뒤,後ろ、裏,Back,가위,はさみ,Scissors,상품,商品,Product,소식,消息,news,저것,あれ,That Thing,가방,鞄,Bag,그는 기타를 연주해요。,彼はギターを演奏します。,He plays the guitar.,そのた
