Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
연예인,芸能人,Celebrity,고구마,さつまいも,sweet potato,하숙집,下宿先,Lodging House,오랜만,久しぶり,After a While,녹차,緑茶,Green Tea,숙제,宿題,Homework,여행사,旅行社,Travel Agency,채소,野菜,Vegetable,반려동물,ペット,Pet,그는 유명한 연예인이에요.,彼は有名な芸能人です。,He is a famous celebrity.,げいのうじん
가족,家族,Family,생각,考え,Thought,휴일,休日,holiday,여기,ここ,Here,자주,たびたび,Often,얼마나 자주,どのくらい頻繁に,how often,약사,薬剤師,Pharmacist,상관,関係,Relation,경찰,警察,Police,가족과 함께 여행을 갔어요。,家族と一緒に旅行に行きました。,I went on a trip with my family.,かぞく
어느 쪽,どちら,which side,강아지,子犬,Puppy,낚시,釣り,Fishing,정류장,停留所,Bus Stop,가지,種類,Type,자유,自由,freedom,우유,牛乳,milk,시장,市場,Market,자장면,ジャージャー麺,Black Bean Noodles,어느 쪽을 고를래요?,どちらを選びますか。,Which side will you choose?,どちら
손,手,hand,마라톤,マラソン,marathon,공부,勉強,Study,자신,自身,Confidence,취미,趣味,Hobby,술,酒,Alcohol,노트북,ノートパソコン,laptop,넥타이,ネクタイ,Necktie,보통,ふつう、一般的に,Usually,손이 깨끗해요.,手がきれいです。,My hands are clean.,て
들,~たち、~ども,Plural Suffix,어머니,母,mother,서쪽,西,West,시,市/時,City/Hour,시외,市外,Outside the City,볶음밥,チャーハン,Fried Rice,조카,甥,Nephew,음악,音楽,music,뒤,後ろ、裏,Back,학생들이 많이 있어요.,学生たちがたくさんいます。,There are many students.,たち、ども
양파,玉ねぎ,onion,새벽,深夜,Dawn,노래방,カラオケ店,Karaoke Room,실험,実験,experiment,그거,それ,That thing,엄마,ママ,Mom,교과서,教科書,Textbook,산책로,散策路,walking path,만,万,Ten Thousand,양파를 잘랐어요.,玉葱を切りました。,I chopped the onion.,たまねぎ
사례,事例,case/example,젓가락,箸,Chopsticks,학생,学生,student,태국,タイ,Thailand,빵집,パン屋,Bakery,담배,たばこ,Tobacco,피자,ピザ,Pizza,거의,ほとんど,Almost,언제나,いつも,Always,비슷한 사례가 있어요.,似た事例があります。,There's a similar case.,じれい
운동화,運動靴,Sneakers,생활,生活,Life,아이,子供,Child,서점,書店,Bookstore,강좌,講座,Course,제가,私が,I (humble),은색,銀色,silver,냉방,冷房,air conditioning,학기,学期,Semester,운동화를 신고 뛰었어요.,運動靴を履いて走りました。,I wore sneakers and ran.,うんどうぐつ
떡국,トック、餅入りスープ,Mochi Soup,시설,施設,Facility,간,間,Between,국적,国籍,Nationality,호수,湖,lake,주스,ジュース,juice,염소,山羊,goat,전공,専攻,Major,전화,電話,telephone,떡국을 먹었어요.,餅入りスープを食べました。,I ate mochi soup.,もちごうすーぷ
치과,歯科,Dentist,경주,慶州,Kyongju,항구,港,port,국립,国立,National,점원,店員,Clerk,아이스크림,アイスクリーム,Ice Cream,큰아버지,父の（１番上の）兄、伯父,Uncle,아래,下,Below,무슨,何の~、どんな~,What Kind of~,치과에 다녀왔어요.,歯科に行ってきました。,I went to the dentist.,しか
