Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
새벽,深夜,Dawn,특징,特徴,Characteristic,중심,中心,Center,지하도,地下道,Underpass,주사,注射,Injection,이메일,eメール,Email,곡선,曲線,curve,그림자,影,shadow,그동안,これまで,Meanwhile,새벽까지 공부했어요.,深夜まで勉強しました。,I studied until dawn.,しんや
카레,カレー,Curry,축구,サッカー,Soccer,수건,タオル,Towel,불꽃축제,プルコッチュクチェ (花火大会),Fireworks Festival,꽤,けっこう,quite/rather,태국,タイ,Thailand,어제,きのう,Yesterday,수영,水泳,Swimming,노트북,ノートパソコン,laptop,카레를 만들었어요.,カレーを作りました。,I made curry.,かれー
인기,人気,Popularity,보도,報道,Report,크기,大きさ,Size,돼지고기,豚肉,Pork,홍수,洪水,flood,수도,首都,Capital,사진 촬영,写真撮影,photography,단어,単語,Word,외국,外国,Foreign Country,그 가수는 인기가 많아요.,その歌手は人気があります。,The singer is very popular.,にんき
키,背,Height,아무,何もない,Nothing,닭,鶏,chicken,자유,自由,freedom,직원,職員,staff/employee,말하기,しゃべること、話、会話,Speaking,요리사,料理人,chef,애,子供,Child,자주,しばしば,frequently/often,키가 크고 싶어요.,背が高くなりたいです。,I want to be taller.,せ
신호등,信号,traffic light,시청,市役所,City Hall,실제로,実際に,actually/in reality,놀이공원,遊園地,amusement park,나이,歳、年齢,Age,교통,交通,Traffic,난방,暖房,heating,목소리,声,Voice,연예인,芸能人,Celebrity,신호등이 빨간색이에요.,信号が赤です。,The traffic light is red.,しんごう
아주,とても,Very,핸드폰,携帯電話,mobile phone,가을,秋,Autumn,기분,気分,Mood,씨,~氏,Mr./Ms.,필름,フィルム,Film,잠깐,しばらく,A Moment,줄,列,Line,출구,出口,exit,아주 맛있어요.,とても美味しいです。,It is very delicious.,とても
저곳,あそこ,That Place,학년,学年,Grade,소풍,遠足,Picnic,복숭아,桃,peach,그런데,ところで,but/by the way,그들,彼ら,They,저것,あれ,That Thing,혹은,あるいは,or,신호등,信号,traffic light,저곳에 공원이 있어요.,あそこに公園があります。,There is a park over there.,あそこ
난방,暖房,heating,어서,はやく,Quickly,콜라,コーラ,Cola,저곳,あそこ,That Place,규칙,規則,rule,미리,前もって、あらかじめ,In Advance,어저께,昨日,Yesterday,서로,互いに,Each Other,수영복,水着,Swimsuit,난방을 켰어요.,暖房をつけました。,I turned on the heater.,だんぼう
낮,昼、日中,Daytime,수입,収入,income,광복절,クァンボクチョル (光復節),Liberation Day,옛날,昔,Old Days,가운데,中間,Middle,우체국,郵便局,post office,계속,続けて,Continue,한,1つの~,One,책방,本屋,Bookstore,낮에는 공부를 해요。,昼間は勉強します。,I study during the daytime.,ひる
읽기,読むこと,Reading,매일,毎日,Every Day,센터,センター,Center,패배,敗北,defeat,옷가게,服屋,Clothing Store,확률,確率,probability,빨간색,赤,Red,쓰레기,ごみ,Garbage,이렇게,こんなに,Like This,읽기를 잘해요.,読むのが得意です。,I am good at reading.,よむこと
