Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
싶다,~したい,Want To,다치다,けがする、触れる,Hurt/Injure,지다,負ける,Lose,다르다,違う、異なる,Different,알다,知る,Know,주문하다,注文する,Order,멋있다,かっこいい,cool,틀다,つける,Turn On,아프다,痛い,Hurt,영화를 보고 싶어요.,映画を見たいです。,I want to watch a movie.,したい
길다,長い,Long,젊다,若い,Young,물어보다,尋ねてみる、聞いてみる、聞く,Ask/Try Asking,체험하다,体験する,experience (hands-on),풀다,解く,Untie,알다,知る,Know,잘생기다,ハンサムだ,Handsome,쌓이다,積もる,Accumulate,구하다,求める、手に入れる,Seek,이 길은 정말 길어요。,この道は本当に長いです。,This road is really long.,ながい
굽다,焼く,Bake,구경하다,見物する,Watch,깨다,割る、壊す,Break,끝내다,終える、済ませる,Finish,바라다,願う,Wish,넓다,広い,Wide,환영하다,歓迎する,Welcome,불다,吹く,Blow,다니다,通う,Attend,빵을 굽는 것을 좋아해요。,パンを焼くのが好きです。,I like baking bread.,やく
들어가다,入って行く、入る,Enter,만족하다,満足する,satisfied,다녀오다,行って来る,Go and Come Back,찾다,探す,Find,배부르다,お腹いっぱいだ、満腹だ,Full,두껍다,厚い,Thick,불다,吹く,Blow,붙다,くっつく,Stick,맞다,合う、合っている、正しい,Fit/Be Correct/Be Right,방에 들어가세요.,部屋に入ってください。,Please enter the room.,はいっていく
어울리다,似合う,Match,맞습니다,そうです,That's Right (formal),이야기하다,話す,Talk,원하다,望む,Wish,나다,出る,Appear/Leave,인사하다,挨拶する,Greet,끄다,消す、止める,Turn Off,지나다,過ぎる,Pass,이해하다,理解する,Understand,이 옷이 잘 어울려요.,この服がよく似合います。,This dress suits you well.,にあう
싸우다,けんかする,Fight,겁나다,怖がる,be scared,빌리다,借りる,Borrow,끝나다,終わる,Finish,계시다,いらっしゃる,Be (honorific),재미없다,面白くない,Boring,모으다,集める,Collect/Gather,조심하다,注意する,Be Careful,걸리다,かかる,Take Time/Get Stuck,친구와 싸웠어요.,友達とけんかしました。,I fought with my friend.,けんかする
꺼내다,取り出す,Take Out,걱정하다,心配する,Worry,시원하다,涼しい,Cool,걸다,かける,Hang/Call,내다,出す、起こす,Take Out/Issue,울다,泣く,Cry,붙다,くっつく,Stick,옮기다,移す,Move,들어가다,入って行く、入る,Enter,가방에서 책을 꺼냈어요。,鞄から本を取り出しました。,I took a book out of my bag.,とりだす
잃다,失う,Lose,볶다,炒める,Fry,어울리다,似合う,Match,가볍다,軽い,Light,존중하다,尊重する,respect (opinions),마치다,終わる、終える,Finish/Complete,덥다,暑い,Hot,사랑하다,愛する,Love,감다,(目を)閉じる,Close Eyes,지갑을 잃었어요.,財布を失くしました。,I lost my wallet.,うしなう
알았습니다,わかりました,Understood,도와주다,助けてあげる、助ける,Help,바뀌다,変わる,Change,안전하다,安全だ,Safe,가다,行く,Go,선호하다,好む,prefer,출발하다,出発する,Depart,취직하다,就職する,Get a Job,졸업하다,卒業する,Graduate,알았습니다!,わかりました！,Understood!,わかりました
찾다,探す,Find,풀다,解く,Untie,말씀하다,お話する、おっしゃる,Speak (honorific),부지런하다,勤勉だ,Diligent,아니요,いいえ,No,부치다,送る、焼く,Send/Bake,갖다,持つ,Have/Carry,자르다,切る,Cut,보다,見る、より,See,잃어버린 물건을 찾았어요.,失くしたものを見つけました。,I found the lost item.,さがす
