Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
모르다,知らない,Don't Know,감사합니다,ありがとうございます,Thank you,반갑습니다,お会いできて嬉しいです,Glad to Meet (formal),덮다,覆う、かぶせる,Cover,필요하다,必要だ,Be Necessary,다니다,通う,Attend,알맞다,ふさわしい,Suitable,걸어가다,歩いて行く,Walk to,하얗다,白い,White,저는 그 사실을 몰라요.,私はその事実を知りません。,I don't know that fact.,しらない
붙다,くっつく,Stick,들어오다,入って来る、入る,Come In,이렇다,こうだ,Be Like This,늦다,(時間的に)遅い、遅れる,Late,밀리다,滞る,Be Delayed/Be Stopped,있다,ある,Be,쌓이다,積もる,Accumulate,외출하다,外出する,Go Out,열리다,開かれる,Be Opened,포스터가 벽에 붙어 있어요.,ポスターが壁に貼られています。,The poster is stuck to the wall.,くっつく
친하다,親しい,Close,교환하다,交換する,exchange,잃어버리다,失くしてしまう,Lose Completely,차리다,整える,Set/Prepare,넓다,広い,Wide,출근하다,出勤する,Go to Work,들어오다,入って来る、入る,Come In,알았습니다,わかりました,Understood,보내다,送る、過ごす,Send/Spend,우리는 아주 친해요.,私たちはとても親しいです。,We are very close.,したしい
착하다,やさしい,Kind,이해하다,理解する,Understand,보이다,見える、見せる,See/Show,만지다,触る、触れる,Touch,지키다,守る,Protect,시끄럽다,うるさい,Noisy,초대하다,招待する,Invite,내다,出す、起こす,Take Out/Issue,까맣다,黒い,Black,그는 정말 착해요.,彼は本当に優しいです。,He is really kind.,やさしい
넣다,入れる,Put In,뜨다,(目を)開く,Open (eyes),울다,泣く,Cry,알았습니다,わかりました,Understood,쌓이다,積もる,Accumulate,깨지다,割れる、壊れる,Break/Broken,찾아오다,訪ねて来る,Visit,가져가다,持って行く,Take,길다,長い,Long,컵에 물을 넣었어요。,カップに水を入れました。,I put water in the cup.,いれる
놓다,置く,Put,소개하다,紹介する,Introduce,비싸다,高い,Expensive,앉다,座る,Sit,움직이다,動く,Move,안전하다,安全だ,Safe,싸다,安い,Cheap,기쁘다,嬉しい,Happy,쓰다,書く,Write,책을 탁자 위에 놓았어요。,本をテーブルの上に置きました。,I put the book on the table.,おく
확인하다,確認する,Confirm,가리다,覆う/隠す,cover,기르다,育てる、養う,Raise/Cultivate,못하다,できない,Can't/Unable to,끊다,切る,hang up/quit,얇다,薄い,Thin,미안합니다,すみません,I'm Sorry (formal),오다,来る,Come,잊어버리다,忘れてしまう,Completely Forget,예약을 확인했어요.,予約を確認しました。,I confirmed the reservation.,かくにんする
못하다,できない,Can't/Unable to,찾다,探す,Find,불안정하다,不安定だ,unstable,시작하다,始める,Start,오다,来る,Come,만족하다,満足する,satisfied,같다,同じだ,Same,청소하다,掃除する,Clean,싫다,嫌いだ,Dislike,저는 수학을 못해요.,私は数学ができません。,I can't do math.,できない
나쁘다,悪い,Bad,싸다,安い,Cheap,닦다,磨く、拭く,Wash/Clean,반갑습니다,お会いできて嬉しいです,Glad to Meet (formal),괜찮다,大丈夫だ、構わない,It's Okay,오르다,上る,Climb,고프다,空腹だ,Hungry,비싸다,高い,Expensive,붙다,くっつく,Stick,그는 나쁜 습관이 있어요。,彼には悪い習慣があります。,He has bad habits.,わるい
심하다,ひどい,Severe,부르다,人を呼ぶ、歌う,Call,듣다,聞く,Listen,조심하다,注意する,Be Careful,나빠지다,悪くなる,Worsen,좁다,狭い,Narrow,정하다,定める,Decide,이용하다,利用する,Use,차다,蹴る,Kick,감기가 심해요.,風邪がひどいです。,I have a severe cold.,ひどい
