Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
저,あの,That (Over there),초콜릿,チョコレート,Chocolate,자정,真夜中,midnight,기름,油、ガソリン,Oil/Fuel,입구,入口,entrance,손님,お客さま,Guest,갑자기,急に,Suddenly,그렇구나,なるほど,I see,취미,趣味,Hobby,저 산을 보세요.,あの山を見てください。,Look at that mountain.,あの
가끔,時々、たまに,Sometimes,영화,映画,movie,능력,能力,Ability,직접,直接,Directly,짐,荷物,Luggage,뜻,意味、こころざし,Meaning/Intention,마우스,マウス,mouse (PC),정문,正門,Main Gate,시청,市役所,City Hall,가끔 친구를 만나요。,時々友達に会います。,I sometimes meet friends.,ときどき、たまに
엽서,葉書,Postcard,두부,豆腐,Tofu,누구,誰,Who,몸,体,Body,작년,昨年,Last Year,스페인어,スペイン語,Spanish,치약,歯磨き粉,Toothpaste,밤,夜,Night,청록색,青緑色,teal/turquoise,엽서를 보냈어요.,葉書を送りました。,I sent a postcard.,はがき
왜냐하면,なぜなら,because,말,馬,horse,운동화,運動靴,Sneakers,지하,地下,Underground,생일,誕生日,Birthday,내일,明日,Tomorrow,매일,毎日,Every Day,골목,路地、裏通り,Alley,지각,遅刻,Late,왜냐하면 사정이 생겼거든요.,なぜなら都合ができたからです。,Because something came up.,なぜなら
서울역,ソウル駅,Seoul Station,조선,朝鮮,Joseon,한국,韓国,Korea,외국,外国,Foreign Country,아침식사,朝食,Breakfast,필름,フィルム,Film,더,より,More,프로그램,プログラム,Program,잠시,ちょっと,A While,서울역에서 만나요.,ソウル駅で会いましょう。,Let's meet at Seoul Station.,そうるえき
남녀,男女,Male and Female,폭풍,暴風,storm,대부분,大部分,mostly/for the most part,배탈,腹痛,Stomachache,영화관,映画館,Cinema,문,ドア,door,짜리,価値があるもの,Value,상당히,かなり,quite/fairly,아주,とても,Very,남녀가 함께 있어요。,男女が一緒にいます。,Males and females are together.,だんじょ
디브이디,DVD,DVD,외숙모,おば（母方）,Aunt (maternal),샌드위치,サンドウィッチ,Sandwich,님,~様,Suffix for respect,고모,おば（父方）,Aunt (father's side),결국,結局,finally/in the end,인류,人類,mankind,영상,映像,Image,가뭄,干ばつ,drought,디브이디를 봤어요.,DVDを見ました。,I watched a DVD.,でぃぶいでぃー
오히려,むしろ,rather (contrary),홈페이지,ホームページ,homepage,성당,聖堂,cathedral,전화번호,電話番号,phone number,거북이,亀,Turtle,말하기,しゃべること、話、会話,Speaking,브라질,ブラジル,Brazil,조용히,静かに,Quietly,평일,平日,weekday,오히려 그게 낫겠어요.,むしろその方がいいと思います。,That might be better instead.,むしろ
해외,海外,Abroad,남편,夫,Husband,무용,舞踊、踊り、ダンス,Dance,원피스,ワンピース,Dress,부장,部長,Manager,그렇구나,なるほど,I see,빨래,洗濯,Laundry,이유,理由,Reason,문학,文学,literature,해외에서 일해요.,海外で働いています。,I work abroad.,かいがい
월요일,月曜日,Monday,색깔,色,Color,후배,後輩,Junior,도움,助け,Help,머리,頭、髪,Head/Hair,유치원,幼稚園,kindergarten,오랫동안,長い間,For a Long Time,설악산,雪岳山,Seoraksan,치약,歯磨き粉,Toothpaste,월요일은 회사에 가는 날이에요.,月曜日は会社に行く日です。,Monday is the day I go to work.,げつようび
