Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
종업원,従業員,Employee,축제,祭り,Festival,자신,自身,Confidence,잘못된,誤った,wrong/incorrect,주사,注射,Injection,중국어,中国語,Chinese Language,버스정류장,バス停,Bus stop,단어,単語,Word,새벽,未明/明け方,dawn,종업원이 친절했어요.,従業員が親切でした。,The employee was kind.,じゅうぎょういん
광복절,クァンボクチョル (光復節),Liberation Day,만들기,ものづくり,crafting,어디서,どこで,where (location),의미,意味,Meaning,횡단보도,横断歩道,Crosswalk,중요,重要,Important,사물,物事,Thing,몸,体,Body,감자탕,カムジャタン,Potato Soup,광복절에 태극기를 답니다.,光復節に太極旗を掲げます。,We hoist the national flag on Liberation Day.,くぁんぼくちょる
초록색,緑色,Green,저쪽,あちら,That Side,바닷가,海辺、浜辺,Beach,산사태,山崩れ,landslide,유행,流行,Fashion,영하,零下,Minus,보라색,紫色,purple,작은,小さい,small,발표,発表,Presentation,초록색 나무가 많아요.,緑色の木が多いです。,There are many green trees.,みどりいろ
그렇구나,なるほど,I see,광복절,クァンボクチョル (光復節),Liberation Day,도착,到着,Arrival,정의,正義,justice,대출,貸出,loan,회사,会社,Company,유학생,留学生,Foreign Student,거의,ほとんど,Almost,과일,果物,Fruit, 그렇구나. 이제 이해했어요.,なるほど、そうなんだ。今理解しました。,"I see,  now I understand.",なるほど
공,ボール、玉,Ball,유치원,幼稚園,kindergarten,결혼,結婚,marriage,일본사람,日本人,Japanese Person,이론,理論,theory,자전거,自転車,bicycle,무리,無理,Impossible/Group,아랍어,アラビア語,Arabic,버스정류장,バス停,Bus stop,공을 던졌어요。,ボールを投げました。,I threw the ball.,たま
심장,心臓,heart,어머님,お母様,Mother (honorific),한국사람,韓国人,Korean Person,영화표,映画のチケット,Movie Ticket,잘못된,誤った,wrong/incorrect,중국,中国,China,형제,兄弟,Brothers,금색,金色,gold,세탁소,クリーニング屋,Dry Cleaner,심장이 빨리 뛰어요.,心臓が速く鼓動しています。,My heart is beating fast.,しんぞう
중식,中国料理,Chinese Cuisine,오징어,いか,Squid,선수,選手,Player,소문,噂,rumor,아주,とても,Very,공기,空気,Air,해외,海外,Abroad,시계,時計,Clock,없이,なしで,Without,중식이 맛있었어요.,中華料理が美味しかったです。,The Chinese food was delicious.,ちゅうごくりょうり
영수증,領収書,receipt,그러면,それなら,then/in that case,전공,専攻,Major,패션,ファッション,Fashion,술,酒,Alcohol,기차,汽車,Train,정거장,停車場,Station,일본요리,日本料理,Japanese Cuisine,각,各、おのおの,Each,영수증을 챙기세요.,領収書を取っておいてください。,Keep your receipt.,りょうしゅうしょ
등산,登山,hiking/mountain climbing,별,星,star,오른쪽,右,Right Side,두부찌개,豆腐チゲ,Tofu Stew,누구랑,誰と,with whom,자,さあ,Now,시골,田舎,countryside,영어,英語,English,운동선수,スポーツ選手,Athlete,주말에는 등산을 자주 가요.,週末にはよく登山に行きます。,I often go hiking on weekends.,とざん
산,山,mountain,재킷,ジャケット,Jacket,조카,甥,Nephew,오늘,きょう,Today,농구,バスケットボール,Basketball,고추,唐辛子,Chili Pepper,할인,割引,Discount,쓰기,書くこと,Writing,경찰관,警察官,Police Officer,산에 올라가요.,山に登ります。,I climb a mountain.,やま
