Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
온갖,あらゆる,all kinds of,칼,ナイフ,Knife,프린트,プリント,Print,이용,利用,Use,의자,いす,Chair,숙박,宿泊,accommodation,극장,劇場,theater,허리,腰,Waist,프로그램,プログラム,Program,온갖 방법을 써 봤어요.,あらゆる方法を試しました。,I tried all kinds of methods.,あらゆる
밥,ご飯、食事,Meal/Rice,음료수,飲料水,Beverage,아까,さっき,A While Ago,씩,~ずつ,Each,모임,集まり,Gathering/Meeting,잔,~杯,Glass,현재,現在,present,스케이트,スケート,Skate,초록색,緑色,Green,밥을 먹었어요.,ご飯を食べました。,I ate rice.,ごはん、しょくじ
교통,交通,Traffic,며칠,何日,How Many Days,포도,ブドウ,grape,사진 촬영,写真撮影,photography,자연,自然,Nature,옛날,昔,Old Days,아무,何もない,Nothing,우리나라,韓国、わが国,Our Country,노트북,ノートパソコン,laptop,교통이 매우 혼잡해요。,交通がとても混雑しています。,Traffic is very congested.,こうつう
김밥,のり巻き,Kimbap,오랜만,久しぶり,After a While,사건,事件,incident,인상,印象,Impression,상품,商品,Product,수영복,水着,Swimsuit,직원,職員,staff/employee,아버님,お父様,Father (honorific),밀가루,小麦粉,Flour,점심으로 김밥을 먹었어요。,昼食にのり巻きを食べました。,I ate kimbap for lunch.,のりまき
무슨,何の~、どんな~,What Kind of~,교외,郊外,suburbs,쪽,ページ,Page,연휴,連休,Holiday,별로,別に,Not Particularly,두부찌개,豆腐チゲ,Tofu Stew,변호사,弁護士,Lawyer,아랍어,アラビア語,Arabic,이론,理論,theory,무슨 영화를 보고 싶어요?,どんな映画を見たいですか？,What kind of movie do you want to watch?,なにの~、どんな~
잠,睡眠,Sleep,비,雨,Rain,키,背,Height,평일,平日,weekday,택시,タクシー,Taxi,차라리,いっそ,rather/preferably,복사기,複写機,photocopier,지난달,先月,Last Month,권,巻,Volume,잠이 부족해요.,睡眠が不足しています。,I lack sleep.,すいみん
사자,獅子,lion,젓가락,箸,Chopsticks,이혼,離婚,divorce,장마,梅雨,Rainy Season,초등학생,小学生,Elementary School Student,늦잠,寝坊,Oversleep,외삼촌,おじ（母方）,Uncle (maternal),대학생,大学生,College Student,개,~個、犬,Dog/Counter for items,사자가 무서워요.,獅子は怖いです。,The lion is scary.,しし
삼계탕,サムゲタン,Ginseng Chicken Soup,성격,性格,Personality,빌딩,ビル,Building,연습,練習,Practice,원인,原因,cause,콧물,鼻水,Nasal Discharge,가스,瓦斯,gas,일기예보,天気予報,Weather Forecast,노래,歌,Song,삼계탕을 먹었어요.,サムゲタンを食べました。,I ate ginseng chicken soup.,さむげたん
그래서,だから,so/therefore,기분,気分,Mood,초대,招待,invitation,혼자,独り,Alone,양파,玉ねぎ,onion,잠깐,しばらく,A Moment,복도,廊下,hallway,더운물,お湯,Hot Water,은행,銀行,bank,비가 왔다. 그래서 못 갔어요.,雨が降った。だから行けなかったです。,"It rained,  so I couldn’t go.",だから
감동,感動,Emotion,이쪽,こちら,This Side,제목,題名,Title,적,的,Enemy/Target,토마토,トマト,tomato,봉투,封筒,Envelope,화산,火山,volcano,교통,交通,Traffic,친척,親戚,Relative,T그 영화는 정말 감동적이었어요。,その映画は本当に感動的でした。,That movie was really moving.,かんどう
