Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
언제,いつ,When,수학,数学,Mathematics,다음주,来週,Next Week,개인,個人,Individual,남쪽,南,South,정오,正午,noon,초등학교,小学校,elementary school,결국,結局,finally/in the end,방금,たった今,just now,언제 만날까요?,いつ会いましょうか？,When shall we meet?,いつ
음료수,飲料水,Beverage,여기저기,あちこち,Here and There,말씀,お言葉,Word (honorific),서류,書類,Document,남색,藍色/濃紺,navy/navy blue,교회,教会,church,밤,夜,Night,점심식사,昼食,Lunch Meal,수영복,水着,Swimsuit,음료수를 사왔어요.,飲料水を買ってきました。,I bought a beverage.,いんりょうすい
날짜,日付,Date,모레,あさって,Day After Tomorrow,기차,汽車,Train,콧노래,鼻歌,Humming,응,うん,Yeah,내년,来年,Next Year,아시아,アジア,Asia,정문,正門,Main Gate,건배,乾杯,Cheers,회의 날짜를 정했어요。,会議の日付を決めました。,I set the date for the meeting.,ひづけ
주전자,やかん,Kettle,들,~たち、~ども,Plural Suffix,어린이날,オリニナル (子どもの日),Children’s Day,세탁소,クリーニング屋,Dry Cleaner,정보,情報,Information,국내,国内,Domestic,씨,~氏,Mr./Ms.,킬로그램,キログラム,Kilogram,사건,事件,incident,주전자에 물을 끓였어요。,やかんでお湯を沸かしました。,I boiled water in the kettle.,やかん
경제,経済,economy,커피숍,コーヒーショップ,Coffee Shop,예약,予約,Reservation,얼음,氷,Ice,대학원,大学院,Graduate School,방송국,放送局,Broadcasting Station,매,毎,every,소포,小包,Parcel,꽤,けっこう,quite/rather,경제가 성장하고 있어요.,経済が成長しています。,The economy is growing.,けいざい
책임,責任,Responsibility,터미널,ターミナル,Terminal,수건,タオル,Towel,저희,私ども,We (Humble),반,半分、班,Half/Group,원피스,ワンピース,Dress,오랫동안,長い間,For a Long Time,밖,外,Outside,특히,特に,especially,그는 책임이 많아요.,彼には責任が多いです。,He has a lot of responsibility.,せきにん
건배,乾杯,Cheers,오이,きゅうり,cucumber,환율,換率,exchange rate,내,私の、僕の、おれの,My,그중,その中,Among,문자,文字,character,곡선,曲線,curve,개나리,レンギョウ,Forsythia,원인,原因,cause,모두 함께 건배합시다。,みんなで一緒に乾杯しましょう。,Let's all cheer together.,かんぱい
콜라,コーラ,Cola,빨간색,赤,Red,주소,住所,address,동생,弟・妹,Sibling (younger),영화표,映画のチケット,Movie Ticket,인터넷,インターネット,internet,아랍어,アラビア語,Arabic,질,質,Quality,다음주,来週,Next Week,콜라를 마셨어요.,コーラを飲みました。,I drank cola.,こーら
감자탕,カムジャタン,Potato Soup,말,馬,horse,서울역,ソウル駅,Seoul Station,헌,古い,old (worn out),연세,お歳,Age (honorific),가이드북,ガイドブック,guidebook,벽,壁,wall,소금,塩,Salt,음료수,飲料水,Beverage,감자탕은 매콤해요。,カムジャタンは辛いです。,Potato soup is spicy.,カムジャたん
현금,現金,cash,미술,美術,Art,인기스타,人気スター,Popular Star,들,~たち、~ども,Plural Suffix,게다가,そのうえ,besides/furthermore,절,寺,temple,포장,包装,Packaging,진실,真実,truth,작년,昨年,Last Year,현금을 지갑에 넣었어요.,現金を財布に入れました。,I put cash in my wallet.,げんきん
