Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
맛없다,おいしくない、不味い,Not Tasty/Bad Taste,눕다,横になる、寝る,Lie Down/Sleep,느낌,感じ、気持ち,Feeling/Mood,지내다,過ごす,Live/Spend Time,위험하다,危険だ,Dangerous,잠자다,寝る,Sleep,건너가다,渡って行く,Cross Over,하얗다,白い,White,씹다,噛む,Chew,이 음식은 맛없어요.,この料理はおいしくないです。,This food is not tasty.,おいしくない、不まずい
세수하다,洗顔する,Wash Face,울다,泣く,Cry,닮다,似る,Resemble,미안합니다,すみません,I'm Sorry (formal),시끄럽다,うるさい,Noisy,조사하다,調査する,Investigate,내려오다,下がって来る、降りて来る,Come Down/Descend,맞다,合う、合っている、正しい,Fit/Be Correct/Be Right,목욕하다,入浴する,Bathe,아침에 세수했어요.,朝に洗顔しました。,I washed my face in the morning.,せんがんする
하얗다,白い,White,썰다,切る,Slice,실례하다,失礼する,Excuse Oneself,잘생기다,ハンサムだ,Handsome,있다,ある,Be,감사하다,感謝する,Be Grateful,감사드립니다,ありがとうございます,Thank you very much,대답하다,返事する、答える,Answer,하다,する,Do,하얗게 눈이 내렸어요.,白く雪が降りました。,It snowed white.,しろい
기억하다,覚えている,remember,울리다,鳴らす,Make Someone Cry,시작하다,始める,Start,비싸다,高い,Expensive,슬퍼하다,悲しむ,Grieve,담그다,漬ける,Soak,부탁하다,依頼する,Request,누르다,押す,Press,돕다,助ける、手伝う,Help,약속을 기억하고 있어요.,約束を覚えています。,I remember the promise.,おぼえている
만들다,作る,Make/Create,이해하다,理解する,Understand,막히다,詰まる、つかえる,Clog/Block,어떻다,どうだ,Be Like,따뜻하다,暖かい,Warm,조용하다,静かだ,Quiet,길다,長い,Long,죽다,死ぬ,Die,꾸다,(夢を)見る、夢見る,Dream,케이크를 만들었어요.,ケーキを作りました。,I made a cake.,つくる
바라다,願う,Wish,축하합니다,おめでとうございます,Congratulations,떠들다,騒ぐ,Make Noise,즐겁다,楽しい,Fun,찍다,撮る,Take a Picture,앉다,座る,Sit,떨어지다,落ちる,Fall,달리다,走る,Run,잃다,失う,Lose,저는 건강을 바라요.,私は健康を願っています。,I wish for good health.,ねがう
끝나다,終わる,Finish,결정하다,決定する,Decide,차다,蹴る,Kick,필요하다,必要だ,Be Necessary,떠들다,騒ぐ,Make Noise,하얗다,白い,White,꺼내다,取り出す,Take Out,가깝다,近い,Close,요리하다,料理する,cook,수업이 끝났어요。,授業が終わりました。,The class has finished.,おわる
알다,知る,Know,잃어버리다,失くしてしまう,Lose Completely,하다,する,Do,올라가다,上る,Go Up,곱다,美しい,Beautiful,깨뜨리다,壊す,break (an object),어떻다,どうだ,Be Like,교환하다,交換する,exchange,바쁘다,忙しい,Busy,나는 그것을 알아요.,私はそれを知っています。,I know that.,しる
붓다,注ぐ,Pour,적다,少ない,Few/Write Down,느낌,感じ、気持ち,Feeling/Mood,배우다,習う、教わる,Learn,아름답다,美しい,Beautiful,틀리다,間違う,Be Wrong,낮다,低い,Low,알다,知る,Know,기다리다,待つ,Wait,물을 컵에 부었어요.,水をコップに注ぎました。,I poured water into a cup.,そそぐ
있다,ある,Be,그렇습니다,そうです,That's right (formal),부치다,送る、焼く,Send/Bake,맛있다,おいしい,Delicious,울리다,鳴らす,Make Someone Cry,다니다,通う,Attend,즐겁다,楽しい,Fun,차다,蹴る,Kick,어떻다,どうだ,Be Like,집에 있어요.,家にいます。,I am at home.,ある
