Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
뜨겁다,熱い,Hot,깨지다,割れる、壊れる,Break/Broken,눕다,横になる、寝る,Lie Down/Sleep,나가다,出て行く,Go Out,지다,負ける,Lose,비싸다,高い,Expensive,고프다,空腹だ,Hungry,그렇다,そうだ,That's right,춤추다,踊る,Dance,커피가 너무 뜨거워요.,コーヒーがとても熱いです。,The coffee is too hot.,あつい
줄다,減る,Decrease,사용하다,使用する,Use,밀리다,滞る,Be Delayed/Be Stopped,주무시다,お休みになる,Go to bed (honorific),존경하다,尊敬する,respect,정리하다,整理する,Organize,시다,酸っぱい,Sour,올라가다,上る,Go Up,듣다,聞く,Listen,인구가 줄었어요.,人口が減りました。,The population has decreased.,へる
누르다,押す,Press,운동하다,運動する,Exercise,닮다,似る,Resemble,일어나다,起きる,Wake Up,붓다,注ぐ,Pour,존경하다,尊敬する,respect,무겁다,重い,Heavy,감사합니다,ありがとうございます,Thank you,끓이다,沸かす、煮る,Boil/Cook,버튼을 눌러 주세요.,ボタンを押してください。,Please press the button.,おす
차다,蹴る,Kick,빼다,のける、引く、抜く,Take Out,화장하다,化粧する,Put on Makeup,모르겠습니다,知りません、わかりません,Don't Know/Don't Understand,매다,結ぶ、締める,Tie/Buckle,알리다,知らせる,Inform,맞아요,その通りです,That's Right (informal),길다,長い,Long,노력하다,努力する,Make an Effort,공을 찼어요.,ボールを蹴りました。,I kicked the ball.,ける
다녀오다,行って来る,Go and Come Back,고프다,空腹だ,Hungry,전하다,伝える,Deliver,타다,乗る,Ride,노랗다,黄色い,Yellow,즐겁다,楽しい,Fun,걸어오다,歩いて来る,Walk to Here,옮기다,移す,Move,나누다,分ける,Divide/Share,쇼핑하고 다녀올게요.,買い物に行ってきます。,I will go shopping and come back.,いってくる
원하다,望む,Wish,지다,負ける,Lose,만들다,作る,Make/Create,덥다,暑い,Hot,부르다,人を呼ぶ、歌う,Call,울리다,鳴らす,Make Someone Cry,짧다,短い,Short,급하다,急だ、緊急だ、急がれる,Urgent,수술하다,手術する,Operate,그는 성공을 원해요.,彼は成功を望んでいます。,He wishes for success.,のぞむ
다르다,違う、異なる,Different,그렇습니다,そうです,That's right (formal),졸업하다,卒業する,Graduate,적다,少ない,Few/Write Down,감다,(目を)閉じる,Close Eyes,그렇다,そうだ,That's right,깨다,割る、壊す,Break,조심하다,注意する,Be Careful,얘기하다,話す,Talk,그의 의견은 나와 달라요.,彼の意見は私と違います。,His opinion is different from mine.,ちがう
가다,行く,Go,싫다,嫌いだ,Dislike,위하다,~のためにする,Do for,피우다,咲かせる,Bloom,치료하다,治療する,Treat,안내하다,案内する,Guide,나누다,分ける,Divide/Share,그렇습니다,そうです,That's right (formal),맵다,辛い,Spicy,내일 서울에 가요。,明日ソウルに行きます。,I am going to Seoul tomorrow.,いく
차리다,整える,Set/Prepare,적다,少ない,Few/Write Down,건너가다,渡って行く,Cross Over,심하다,ひどい,Severe,만나다,会う,Meet,열다,開く,Open,내리다,下がる、降りる、降る,Descend/Drop/Rain,얇다,薄い,Thin,꺼내다,取り出す,Take Out,식탁을 차렸어요.,食卓を整えました。,I set the table.,ととのえる
편하다,楽だ,Comfortable,다치다,けがする、触れる,Hurt/Injure,누르다,押す,Press,감다,(目を)閉じる,Close Eyes,잃어버리다,失くしてしまう,Lose Completely,가리다,覆う/隠す,cover,샤워하다,シャワーする,Take a Shower,일어나다,起きる,Wake Up,공부하다,勉強する,Study,이 소파는 정말 편해요.,このソファーは本当に楽です。,This sofa is really comfortable.,らくだ
