Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
노래방,カラオケ店,Karaoke Room,시골,いなか,Countryside,책상,机,Desk,말,馬,horse,설렁탕,ソルロンタン,Beef Bone Soup,저런,あんな,that (over there) kind of,남색,藍色/濃紺,navy/navy blue,동안,~の間,During,합격,合格,Pass,친구들과 노래방에 갔어요。,友達とカラオケ店に行きました。,I went to a karaoke room with my friends.,からおけてん
다음달,来月、翌月,Next Month,금주,禁酒,No Alcohol,관심,関心、興味,Interest,소금,塩,Salt,등산,登山,hiking/mountain climbing,돼지고기,豚肉,Pork,영화배우,映画俳優,Actor,레몬,レモン,lemon,요르단,ヨルダン,Jordan,다음달에 여행을 갈 거예요.,来月に旅行に行きます。,I will travel next month.,らいげつ
대부분,大部分,mostly/for the most part,시설,施設,Facility,제일,いちばん,Best,심리학,心理学,psychology,카메라,カメラ,camera,그분,その方,That Person (honorific),무료,無料,Free,그램,グラム,Gram,늦잠,寝坊,Oversleep,학생들의 대부분이 찬성했어요.,学生の大部分が賛成しました。,Most of the students agreed.,だいぶぶん
몸,体,Body,동물원,動物園,zoo,너,きみ、おまえ,You,피아노,ピアノ,Piano,때문,~のため/だから,Because of,인기,人気,Popularity,그날,その日,That day,말,言葉、話,Word/Speech,반달,半月,Half Moon,몸이 건강해요.,体が健康です。,My body is healthy.,からだ、たい
너무,あまりに,too (excessively),모니터,モニター,monitor,미리,前もって、あらかじめ,In Advance,파란색,青色,blue,빛,光,light,기술,技術,skill,예약,予約,Reservation,저쪽,あちら,That Side,오랜만,久しぶり,After a While,너무 매워서 못 먹겠어요.,あまりに辛くて食べられません。,It’s too spicy to eat.,あまりに
과학자,科学者,scientist,방,部屋,Room,질,質,Quality,한자,漢字,Chinese Character,생명,生命,life,꼭,必ず,Definitely,밤,夜,Night,너,きみ、おまえ,You,키보드,キーボード,keyboard,과학자가 연구 중이에요.,科学者が研究しています。,A scientist is conducting research.,かがくしゃ
여보세요,もしもし,Hello (on phone),마라톤,マラソン,marathon,숟가락,スプーン,Spoon,저희,私ども,We (Humble),작년,昨年,Last Year,수저,箸とスプーン,Spoon and Chopsticks,반년,半年,Half a Year,금연,禁煙,No Smoking,수영복,水着,Swimsuit,"여보세요,  거기 누구세요?",もしもし、どちら様ですか？,"Hello,  who is this?",もしもし
고모,おば（父方）,Aunt (father's side),점수,点数,Score,비밀,秘密,Secret,모자,帽子,hat,교과서,教科書,Textbook,산책로,散策路,walking path,형,(弟から見て)兄,Older Brother,각,各、おのおの,Each,동안,~の間,During,고모가 방문하셨어요。,おばが訪れました。,My aunt visited.,おば
심지어,さらに,even (what’s more),피아노,ピアノ,Piano,구청,区役所,ward office,아주,とても,Very,님,~様,Suffix for respect,광고,広告,advertisement,닭,にわとり,Chicken,담배,たばこ,Tobacco,우정,友情,friendship,심지어 비까지 왔어요.,さらに雨まで降りました。,It even rained as well.,さらに
센티미터,センチメートル,Centimeter,생일,誕生日,Birthday,달걀,卵,Egg,버섯,きのこ,mushroom,파란색,青色,blue,대학교,大学校,College/University,엘리베이터,エレベーター,elevator,금방,すぐ、さっき,Soon/Just Now,너무,あまりに,too (excessively),제 키는 170센티미터입니다.,私の身長は170センチメートルです。,My height is 170 centimeters.,せんちめーとる
