Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
배낭,リュックサック,backpack,텔레비전,テレビ,television,저쪽,あちら,That Side,여름,夏,Summer,자,定規,ruler,공휴일,祝日,Holiday,얼마나 자주,どのくらい頻繁に,how often,일상생활,日常生活,Daily Life,노래,歌,Song,배낭을 멨어요.,リュックサックを背負いました。,I carried a backpack.,りゅっくさっく
왼쪽,左,Left Side,이자,利子,interest,햄버거,ハンバーガー,Hamburger,드라마,ドラマ,Drama,포도,ブドウ,grape,손수건,ハンカチ,Handkerchief,마리,~匹、~頭,Counter for Animals/People,공,ボール、玉,Ball,그래,うん、そう,Yes,왼쪽으로 가세요.,左に行ってください。,Please go to the left.,ひだり
간단히,簡単に,Simply,위,胃,stomach,고의로,故意に,intentionally/on purpose,방송국,放送局,Broadcasting Station,설악산,雪岳山,Seoraksan,취미,趣味,Hobby,만약(에),もし,if/suppose,너,きみ、おまえ,You,스키장,スキー場,Ski Resort,그는 간단히 설명했어요。,彼は簡単に説明しました。,He explained simply.,かんたんに
가능성,可能性,possibility,대학,大学,University,허리,腰,Waist,요즘,この頃,Nowadays,아주,とても,Very,오랫동안,長い間,For a Long Time,서로,互いに,Each Other,남편,夫,Husband,겨울,冬,Winter,가능성을 열어둡시다.,可能性を開いておきましょう。,Let's keep the possibility open.,かのうせい
옷,服,clothes,한복,韓服,Hanbok,이것,これ,This,수집,収集,collecting,주로,主に,Mainly,편,編,Volume,고등학교,高等学校,High School,주황색,オレンジ色,orange,저희,私ども,We (Humble),옷을 갈아입었어요.,服を着替えました。,I changed my clothes.,ふく
뒤,後ろ、裏,Back,휴대전화,携帯電話,Mobile Phone,전화,電話,telephone,전화기,電話機,Telephone,뉴욕,ニューヨーク,New York,골목,路地、裏通り,Alley,하늘색,空色,sky blue,스케이트,スケート,Skate,그램,グラム,Gram,뒤를 조심하세요.,後ろに気をつけてください。,Be careful of the back.,うしろ
직선,直線,line,잠,睡眠,Sleep,배달,配達、出前,Delivery/Takeout,사계절,四季,Four Seasons,더,より,More,최고,最高,Best,미술,美術,Art,날씨,天気,Weather,화가,画家,Painter,직선을 그려보세요.,直線を引いてみてください。,Draw a straight line.,ちょくせん
우주,宇宙,universe,공짜,無料,Free (no charge),선수,選手,Player,좀더,もう少し,A Bit More,항구,港,port,혼자,独り,Alone,감동,感動,Emotion,대체로,だいたい,mostly/generally,경찰,警察,Police,우주는 광대해요.,宇宙は広大です。,The universe is vast.,うちゅう
남,男,Man,더구나,さらに,moreover,호수,湖,lake,적,的,Enemy/Target,기분,気分,Mood,프린터,プリンター,printer,뒤쪽,後ろ、後ろの方、後側,Back Side,황사,黄砂,yellow dust,골목,路地、裏通り,Alley,그는 좋은 남자예요。,彼は良い男性です。,He is a good man.,おとこ
그리고,そして,and,대체로,だいたい,mostly/generally,빨간색,赤色,red,사계절,四季,Four Seasons,세탁기,洗濯機,washing machine,옷장,洋服ダンス,wardrobe,영향,影響,influence,미래,未来,Future,설날,元旦,New Year's Day,나는 밥을 먹었고 그리고 TV를 봤어요.,私はご飯を食べて、それからテレビを見ました。,I ate and then watched TV.,そして
