Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
일부러,わざと,intentionally,절망,絶望,despair,김치찌개,キムチ鍋,Kimchi Stew,사실,事実,fact,수돗물,水道水,Tap Water,장례식,葬礼,funeral,가슴,胸,Chest,지하도,地下道,Underpass,살구색,肌色/apricot color,peach/apricot,일부러 나를 놀렸나요?,わざと私をからかったんですか。,Did you tease me on purpose?,わざと
줄,列,Line,읽기,読むこと,Reading,동안,~の間,During,옷,服,clothes,엘리베이터,エレベーター,elevator,볼펜,ボールペン,Ballpoint Pen,종일,終日,All Day,어버이날,オボイナル (父母の日),Parents’ Day,사거리,四つ角,Crossroads,긴 줄이 있었어요.,長い列がありました。,There was a long line.,れつ
예,はい,Yes,한자,漢字,Chinese Character,악기,楽器,Instrument,따라서,したがって,therefore/accordingly,구두,靴,Shoes,잔치,パーティ,Party,도서관,図書館,library,사례,事例,case/example,무궁화,むくげ,Mugunghwa (Hibiscus syriacus),"예,  알겠습니다.",はい、わかりました。,"Yes,  I understand.",はい
예술,芸術,art,여러가지,いろいろ,Various,상당히,かなり,quite/fairly,배구,バレーボール,Volleyball,세계,世界,world,나중,（時間や順序が）後,Later,옛,昔の,old/former,투어,ツアー,tour,대,~台,Counter for machines and vehicles,예술 작품을 감상했어요.,芸術作品を鑑賞しました。,I appreciated the art pieces.,げいじゅつ
살,歳,Age,손수건,ハンカチ,Handkerchief,자전거,自転車,bicycle,등,背、など,Back/Etc.,통장,通帳,bankbook,상관,関係,Relation,그들,彼ら,They,꽃집,花屋,Flower Shop,부모,父母,Parents,몇 살이에요?,何歳ですか。,How old are you?,さい
다음주,来週,Next Week,부인,夫人,Wife,심장,心臓,heart,분,分/名(目上の人),Minute/Person,직원,職員,staff/employee,간식,間食、おやつ,Snack,책,本,book,가뭄,干ばつ,drought,아침,朝,Morning,다음주에 시험이 있어요.,来週に試験があります。,There is an exam next week.,らいしゅう
인도,インド,India,일본말,日本語,Japanese Language,경기,競技、試合,Game/Match,식당,食堂,restaurant,비밀,秘密,Secret,청록색,青緑色,teal/turquoise,반찬,おかず,Side Dish,일본,日本,Japan,그렇지만,そうだけど,however,인도를 여행했어요.,インドを旅行しました。,I traveled to India.,いんど
설명,説明,Explanation,남대문시장,南大門市場,Namdaemun Market,크레이프,クレープ,crepe,손,手,hand,커피,コーヒー,Coffee,부부,夫婦,Married Couple,서류,書類,Document,표현,表現,Expression,수원,スウォン,Suwon,설명이 필요해요.,説明が必要です。,An explanation is needed.,せつめい
뉴스,ニュース,News,새벽,深夜,Dawn,대한민국,大韓民国,Republic of Korea,사고,事故,accident,아까,さっき,A While Ago,저것,あれ,That Thing,박수,拍手,Applause,연세,お歳,Age (honorific),소설,小説,Novel,오늘 뉴스에서 중요한 소식을 들었어요.,今日ニュースで重要なニュースを聞きました。,I heard important news on the news today.,にゅーす
다,全部,All,주스,ジュース,juice,물,水,water,찌개,チゲ,Stew,봉지,袋,Bag,중국,中国,China,모래,砂,sand,내,私の、僕の、おれの,My,일단,とりあえず,first/for now,오늘은 다 끝났어요.,今日は全部終わりました。,Everything is finished today.,ぜんぶ
