Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
포도,ブドウ,grape,표,チケット,Ticket,뒤,後ろ、裏,Back,골목,路地、裏通り,Alley,배구,バレーボール,Volleyball,월드컵,ワールドカップ,World Cup,대,~台,Counter for machines and vehicles,열쇠,鍵,Key,인상,印象,Impression,포도가 많아요.,葡萄が多いです。,There are many grapes.,ぶどう
행복,幸福,happiness,난방,暖房,heating,홍수,洪水,flood,배달,配達、出前,Delivery/Takeout,소식,消息,news,데이터,データ,data,담배,たばこ,Tobacco,일본,日本,Japan,아무튼,とにかく,anyway,행복을 느껴요.,幸福を感じます。,I feel happiness.,こうふく
도쿄,東京,Tokyo,복숭아,桃,peach,모니터,モニター,monitor,반,半分、班,Half/Group,역사가,歴史家,historian,이것,これ,This,필요,必要,Need,고장,故障,Breakdown,배탈,腹痛,Stomachache,도쿄에 가보고 싶어요.,東京に行ってみたいです。,I want to visit Tokyo.,とうきょう
동생,弟/妹,younger sibling,돌,石,stone,아이스크림,アイスクリーム,Ice Cream,손가락,指,finger,늘,いつも、ずっと,Always,화산,火山,volcano,공간,空間,Space,벚꽃,桜,Cherry Blossom,뜻,意味、こころざし,Meaning/Intention,동생이 아직 학생이에요.,弟(妹)はまだ学生です。,My younger sibling is still a student.,きょうだい
봉투,封筒,Envelope,운동장,運動場,Playground,요르단,ヨルダン,Jordan,유리,ガラス,Glass,차라리,いっそ,rather/preferably,오이,きゅうり,cucumber,오래간만,久しぶり,Long Time No See,얼마동안,どのくらいの間,for how long,설날,ソルラル (旧正月),Lunar New Year,봉투에 편지를 넣었어요.,封筒に手紙を入れました。,I put a letter in an envelope.,ふうとう
반년,半年,Half a Year,수돗물,水道水,Tap Water,사업가,事業家,Businessperson,오빠,兄（妹から見て）,Older Brother (from younger sister),퍼센트,パーセント,Percent,운동,運動,Exercise,청록색,青緑色,teal/turquoise,녹색,緑色,Green,떡국,トック、餅入りスープ,Mochi Soup,반년 동안 공부했어요.,半年間勉強しました。,I studied for half a year.,はんねん
어저께,昨日,Yesterday,반지,指輪,Ring,요즘,この頃,Nowadays,생신,誕生日（目上の人の）,Birthday,오래간만,久しぶり,Long Time No See,염소,山羊,goat,청바지,ジーンズ,Jeans,비디오,ビデオ,Video,마라톤,マラソン,marathon,어저께 무엇을 했어요?,昨日何をしましたか？,What did you do yesterday?,きのう
소식,消息,news,카메라,カメラ,camera,점퍼,ジャンパー,Jumper,절망,絶望,despair,경치,景色、風景,Scenery,지하철,地下鉄,subway,그래프,グラフ,graph,사원,寺院,temple/monastery,이런,こんな,this kind of,소식이 늦었네요.,消息が遅くなりましたね。,The news is delayed.,しょうそく
데이터,データ,data,아무,何もない,Nothing,아빠,パパ,Dad,번호,番号,Number,감자,じゃがいも,Potato,여행,旅行,Travel,교육,教育,education,더운물,お湯,Hot Water,초콜릿,チョコレート,Chocolate,데이터가 손상됐어요.,データが破損しました。,The data got corrupted.,でーた
의미,意味,Meaning,일상생활,日常生活,Daily Life,팀,チーム,team,양,羊,sheep,하얀색,白色,white,영국,英国,England,경기,競技、試合,Game/Match,가끔,時々、たまに,Sometimes,환자,患者,Patient,이 단어의 의미는 무엇인가요?,この単語の意味は何ですか？,What does this word mean?,いみ
