Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
센터,センター,Center,무엇이,何が,What (subject),시골,いなか,Countryside,상관,関係,Relation,오랜만에,久しぶりに,After a While,차,車/お茶,Car,서류,書類,Document,그만,つい,by accident (unintentionally),지폐,紙幣,bill (money),스포츠 센터에서 운동해요.,スポーツセンターで運動します。,I work out at the sports center.,せんたー
베이징,北京,Beijing,마리,~匹、~頭,Counter for Animals/People,산,山,mountain,영화표,映画のチケット,Movie Ticket,사무실,事務室,office,인구,人口,population,기타,その他,Other/Guitar,축구,サッカー,Soccer,조용히,静かに,Quietly,베이징 여행을 계획 중이에요.,北京旅行を計画しています。,I am planning a trip to Beijing.,ぺきん
마음,心、気持ち,Heart/Feeling,등,背、など,Back/Etc.,거위,ガチョウ,goose,얼굴,顔,face,정의,正義,justice,버섯,きのこ,mushroom,비행기,飛行機,airplane,순서,順序,Order,중요,重要,Important,M인의 마음을 이해해요.,人の心を理解します。,I understand people's feelings.,こころ、きもち
감기약,風邪薬,Cold Medicine,실험,実験,experiment,소식,消息,news,그만,それくらいで、それで,That's Enough,전화,電話,telephone,분노,憤怒,anger,누구,誰,Who,팁,チップ,tip,외국,外国,Foreign Country,감기약을 먹어야 해요。,風邪薬を飲まなければなりません。,I need to take cold medicine.,かぜぐすり
만두,ぎょうざ,Dumpling,그렇구나,なるほど,I see,시민,市民,Citizen,도서관,図書館,library,남쪽,南,South,수원,スウォン,Suwon,근처,近所,Neighborhood,빵집,パン屋,Bakery,일찍,早く,Early,만두를 먹었어요.,餃子を食べました。,I ate dumplings.,ぎょうざ
잡지,雑誌,magazine,양복,スーツ,Suit,앞,前,Front,남학생,男子学生,Boy Student,소,牛,Cow,노래,歌,Song,스페인어,スペイン語,Spanish,쥐,ネズミ,mouse,아들,息子,Son,잡지를 구독해요.,雑誌を購読しています。,I subscribe to a magazine.,ざっし
고속버스,高速バス,Express Bus,근처,近所,Neighborhood,정류장,停留所,Bus Stop,해일,津波,tsunami,몽골,モンゴル,Mongolia,빵집,パン屋,Bakery,짐,荷物,Luggage,문자,文字,character,현재,現在,present,고속버스로 서울에 갔어요。,高速バスでソウルに行きました。,I went to Seoul by express bus.,こうそくばす
가방,鞄,Bag,무슨 일,何の用,what matter/reason,학기,学期,Semester,장갑,手袋,gloves,새,新しい/鳥,New/Bird,폭풍,暴風,storm,백화점,百貨店、デパート,Department Store,감기약,風邪薬,Cold Medicine,텔레비전,テレビ,television,새로운 가방을 샀어요。,新しい鞄を買いました。,I bought a new bag.,かばん
에어컨,エアコン,Air Conditioner,버스,バス,bus,인기스타,人気スター,Popular Star,샌드위치,サンドウィッチ,Sandwich,골프,ゴルフ,Golf,곡선,曲線,curve,꼭,必ず,Definitely,절,寺,temple,아프리카,アフリカ,Africa,에어컨을 켰어요.,エアコンをつけました。,I turned on the air conditioner.,えあこん
헌,古い,old (worn out),휴일,休日,holiday,과일,果物,Fruit,도대체,いったい (疑問を強調),on earth,어둠,闇,darkness,광고,広告,advertisement,밥,ご飯、食事,Meal/Rice,춤,踊り,dance,블라우스,ブラウス,Blouse,헌 책을 팔았어요.,古い本を売りました。,I sold old (used) books.,ふるい
