Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
채소,野菜,Vegetable,많이,多く、たくさん,Many/Much,빌딩,建物,building,주위,周囲,Surroundings,지난번,前回,Last Time,눈물,涙,Tears,탁자,テーブル,table,복도,廊下,hallway,옷가게,服屋,Clothing Store,채소를 많이 먹어요.,野菜をたくさん食べます。,I eat a lot of vegetables.,やさい
역사가,歴史家,historian,후배,後輩,Junior,토마토,トマト,tomato,문,ドア,door,그러나,しかし,but/however,새로,新しく,Newly,베이징,北京,Beijing,계단,階段,Stairs,어느 쪽,どちら,which side,역사가가 문헌을 분석해요.,歴史家が文献を分析します。,The historian analyzes documents.,れきしか
비빔밥,ビビンバ,Bibimbap,질문,質問,Question,남학생,男子学生,Boy Student,충전기,充電器,charger,주,週,Week,식료품점,食料品店,grocery store,점심시간,昼食時間,Lunch Break,주머니,ポケット,Pocket,내년,来年,Next Year,비빔밥이 맛있어요.,ビビンバが美味しいです。,Bibimbap is delicious.,びびんば
오빠,兄（妹から見て）,Older Brother (from younger sister),평양,ピョンヤン,Pyongyang,교회,教会,church,나이,歳、年齢,Age,가능성,可能性,possibility,이자,利子,interest,바로,すぐに、まさに,Immediately/Exactly,예측,予測,prediction,하지만,でも,but/however,오빠가 선물을 줬어요.,兄がプレゼントをくれました。,My brother gave me a gift.,おにいさん
화,怒り,Anger,소방서,消防署,fire station,두부,豆腐,Tofu,콧물,鼻水,Nasal Discharge,밤,夜,Night,전망,展望,prospect/view,맞은편,向こう側、向かい,Opposite Side,계란,鶏卵、たまご,Egg,어젯밤,昨夜,Last Night,화를 내지 마세요.,怒らないでください。,Don't get angry.,いかり
상자,箱,Box,주로,主に,Mainly,그렇게,そのように,In that way,좀,ちょっと,A Little,수업,授業,Class,언제,いつ,When,교통,交通,Traffic,공무원,公務員,Public Servant,덕분,おかげ,Thanks to,상자에 물건을 넣었어요.,箱に物を入れました。,I put items in the box.,はこ
이것,これ,This,발,足,foot,주사,注射,Injection,강,川,River,신발,靴,shoes,공항,空港,Airport,외국인,外国人,Foreigner,영하,零下,Minus,남학생,男子学生,Boy Student,이것은 내 책이에요.,これは私の本です。,This is my book.,これ
맥주,ビール,Beer,들,~たち、~ども,Plural Suffix,휴일,休日,holiday,이것,これ,This,스페인어,スペイン語,Spanish,인류,人類,mankind,콩,豆,Bean,소포,小包,Parcel,악기 연주,楽器演奏,playing instruments,맥주를 마셨어요.,ビールを飲みました。,I drank beer.,びーる
숟가락,スプーン,Spoon,사계절,四季,Four Seasons,기념품,お土産,souvenir,만약(에),もし,if/suppose,교회,教会,church,수족관,水族館,aquarium,비록 ~지만,たとえ〜でも,even though...,서리,霜,frost,평양,ピョンヤン,Pyongyang,숟가락으로 밥을 먹었어요.,スプーンでご飯を食べました。,I ate rice with a spoon.,すぷーん
저쪽,あちら,That Side,어째서,どうして,why (formal),교체,交換,Replacement,잔치,パーティ,Party,조용히,静かに,Quietly,그곳,そこ,There,신호등,信号,traffic light,언제나,いつも,Always,냄비,鍋,Pot,저쪽으로 가세요.,あちらに行ってください。,Go that way.,あちら
