Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
조사하다,調査する,Investigate,알다,知る,Know,벌다,(お金を)稼ぐ、儲ける,Earn,찍다,撮る,Take a Picture,배고프다,空腹だ,Hungry,낮다,低い,Low,놀다,遊ぶ,Play,다르다,違う、異なる,Different,건너가다,渡って行く,Cross Over,문제를 조사했어요.,問題を調査しました。,I investigated the issue.,ちょうさする
모시다,お連れする、お仕えする,Escort/Serve (honorific),안내하다,案内する,Guide,정리하다,整理する,Organize,비슷하다,似ている,Similar,나빠지다,悪くなる,Worsen,쉽다,簡単だ,Easy,잘하다,上手だ,Do Well,출근하다,出勤する,Go to Work,빠르다,早い,Fast,손님을 모셨어요.,お客様をお連れしました。,I escorted a guest.,おつれする、おつかえする
질문하다,質問する,Ask a Question,일하다,働く,Work,가다,行く,Go,안녕하십니까,こんにちは,Hello (formal),막히다,詰まる、つかえる,Clog/Block,축하합니다,おめでとうございます,Congratulations,지키다,守る,Protect,데리다,連れる,Bring,벌다,(お金を)稼ぐ、儲ける,Earn,교수님께 질문했어요.,教授に質問しました。,I asked the professor a question.,しつもんする
공부하다,勉強する,Study,까맣다,黒い,Black,쓰이다,使われる,Be Used,걷다,歩く,Walk,중요하다,重要だ,Important,맞아요,その通りです,That's Right (informal),끝내다,終える、済ませる,Finish,놀다,遊ぶ,Play,치료하다,治療する,Treat,내일 시험을 공부할 거예요。,明日試験を勉強します。,I will study for the exam tomorrow.,べんきょうする
즐겁다,楽しい,Fun,잘하다,上手だ,Do Well,틀리다,間違う,Be Wrong,드시다,召し上がる,Eat/Drink (honorific),질문하다,質問する,Ask a Question,멋지다,素敵だ,nice,이야기하다,話す,Talk,싶다,~したい,Want To,선택하다,選択する,Select,여행이 즐거웠어요.,旅行が楽しかったです。,The trip was fun.,たのしい
잊다,忘れる,Forget,이렇다,こうだ,Be Like This,즐거워하다,楽しがる,Enjoy,건강하다,健康だ,Healthy,괜찮습니다,大丈夫です、結構です,It's Okay (formal),타다,乗る,Ride,결정하다,決定する,Decide,지나다,過ぎる,Pass,넘어지다,倒れる,Fall Down,숙제를 잊었어요.,宿題を忘れました。,I forgot my homework.,わすれる
가르치다,教える,Teach,출근하다,出勤する,Go to Work,꺼내다,取り出す,Take Out,뛰다,駆ける、走る,Run,소개하다,紹介する,Introduce,도착하다,到着する、着く,Arrive,일어서다,立ち上がる,Stand Up,감사합니다,ありがとうございます,Thank you,걸어가다,歩いて行く,Walk to,선생님이 학생들에게 영어를 가르쳐요。,先生が生徒に英語を教えます。,The teacher teaches English to the students.,おしえる
잃어버리다,失くしてしまう,Lose Completely,썰다,切る,Slice,수술하다,手術する,Operate,막히다,詰まる、つかえる,Block/Clog,모으다,集める,Collect/Gather,재미있다,面白い,Interesting,만들다,作る,Make/Create,돌아오다,帰って来る,Return,존경하다,尊敬する,respect,핸드폰을 잃어버렸어요.,携帯を失くしてしまいました。,I lost my phone.,なくしてしまう
사인하다,サインする,Sign,잡수시다,召し上がる,Have (honorific),바뀌다,変わる,Change,쓰다,書く,Write,빨갛다,赤い,Red,시작되다,始まる,Begin,울리다,鳴らす,Make Someone Cry,선호하다,好む,prefer,맞다,合う、合っている、正しい,Fit/Be Correct/Be Right,문서에 사인했어요.,書類にサインしました。,I signed the document.,さいんする
꾸다,(夢を)見る、夢見る,Dream,느낌,感じ、気持ち,Feeling/Mood,남기다,残す,Leave Behind,들어가다,入って行く、入る,Enter,감동하다,感動する,Be Moved,원하다,望む,Wish,갈아타다,乗り換える,Transfer,그리다,(絵を)描く,Draw,싫다,嫌いだ,Dislike,어젯밤에 이상한 꿈을 꾸었어요。,昨夜奇妙な夢を見ました。,I had a strange dream last night.,ゆめみる
