Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
죄송하다,申し訳ない,Sorry,따라오다,ついて来る,Follow Coming,비싸다,高い,Expensive,중요하다,重要だ,Important,썰다,切る,Slice,감사하다,感謝する,Be Grateful,다치다,けがする、触れる,Hurt/Injure,존중하다,尊重する,respect (opinions),맞다,合う、合っている、正しい,Fit/Be Correct/Be Right,죄송합니다.,申し訳ありません。,I am sorry.,もうしわけない
벗다,脱ぐ,Take Off,그렇습니다,そうです,That's right (formal),전하다,伝える,Deliver,지다,負ける,Lose,반갑다,嬉しい,Glad/Pleased,먹다,食べる,Eat,불안정하다,不安定だ,unstable,일어나다,起きる,Wake Up,아니요,いいえ,No,코트를 벗고 방으로 들어갔어요.,コートを脱いで部屋に入りました。,I took off my coat and entered the room.,ぬぐ
보이다,見える、見せる,See/Show,깨다,割る、壊す,Break,사다,買う,Buy,차리다,整える,Set/Prepare,주차하다,駐車する,Park,설명하다,説明する,Explain,만나다,会う,Meet,알았습니다,わかりました,Understood,덥다,暑い,Hot,산이 보였어요.,山が見えました。,I could see the mountain.,みえる
취직하다,就職する,Get a Job,빌리다,借りる,Borrow,길다,長い,Long,올라오다,上って来る,Come Up,쉽다,簡単だ,Easy,놀다,遊ぶ,Play,들어가다,入って行く、入る,Enter,차리다,整える,Set/Prepare,썰다,切る,Slice,그는 대기업에 취직했어요.,彼は大企業に就職しました。,He got a job at a large company.,しゅうしょくする
풀다,解く,Untie,샤워하다,シャワーする,Take a Shower,만나다,会う,Meet,옮기다,移す,Move,들다,持つ、入る,Hold/Enter,싫어하다,嫌う,Hate,그리다,(絵を)描く,Draw,독서하다,読書する,Read,쓰이다,使われる,Be Used,문제를 풀었어요.,問題を解きました。,I solved the problem.,とく
좁다,狭い,Narrow,안녕하요,こんにちは,Hello,궁금하다,気になる,curious,바뀌다,変わる,Change,올라오다,上って来る,Come Up,풀다,解く,Untie,귀엽다,かわいい,Cute,설명하다,説明する,Explain,울다,泣く,Cry,방이 너무 좁아요.,部屋がとても狭いです。,The room is too narrow.,せまい
추다,踊る,Dance,싫다,嫌いだ,Dislike,교환하다,交換する,exchange,이야기하다,話す,Talk,글쎄요,そうですね、どうでしょうね,Well...,돌아오다,帰って来る,Return,갖다,持つ,Have/Carry,씻다,洗う,Wash,주무시다,お休みになる,Go to bed (honorific),춤을 추었어요.,踊りを踊りました。,I danced.,おどる
계산하다,計算する,Calculate,맑다,清い、澄んでいる,Clear/Pure,배부르다,お腹いっぱいだ、満腹だ,Full,보이다,見える、見せる,See/Show,돕다,助ける、手伝う,Help,비슷하다,似ている,Similar,무겁다,重い,Heavy,가지다,持つ,Have,걷다,歩く,Walk,이것의 값을 계산해 보세요。,これの値を計算してみてください。,Please calculate the value of this.,けいさんする
어리다,幼い,Young,급하다,急だ、緊急だ、急がれる,Urgent,깨지다,割れる、壊れる,Break/Broken,필요하다,必要だ,Be Necessary,위하다,~のためにする,Do for,춥다,寒い,Cold,안전하다,安全だ,Safe,감추다,隠す,hide,고프다,空腹だ,Hungry,그는 나이가 어려요.,彼は年が若いです。,He is young.,おさない
갈아타다,乗り換える,Transfer,피우다,咲かせる,Bloom,짓다,作る,Make,나가다,出て行く,Go Out,계산하다,計算する,Calculate,드리다,差し上げる,Give (polite),잘생기다,ハンサムだ,Handsome,작다,小さい,Small,부르다,人を呼ぶ、歌う,Call,지하철을 갈아타야 해요。,地下鉄を乗り換えなければなりません。,I need to transfer to the subway.,のりかえる
