Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
싱겁다,(味が)薄い,Plain,건강하다,健康だ,Healthy,기쁘다,嬉しい,Happy,아름답다,美しい,Beautiful,위험하다,危険だ,Dangerous,친하다,親しい,Close,뜨겁다,熱い,Hot,슬프다,悲しい,Sad,안전하다,安全だ,Safe,국이 싱거워요.,スープの味が薄いです。,The soup tastes plain.,うすい
불편하다,不便だ,Uncomfortable,바라다,願う,Wish,시끄럽다,うるさい,Noisy,나가다,出て行く,Go Out,끊다,切る,hang up/quit,축하하다,祝う,Congratulate,얇다,薄い,Thin,뛰다,駆ける、走る,Run,나타나다,現れる,Appear,이 의자가 불편해요.,この椅子は不便です。,This chair is uncomfortable.,ふべんだ
되다,~になる,Become,바뀌다,変わる,Change,주차하다,駐車する,Park,사인하다,サインする,Sign,고프다,空腹だ,Hungry,건너가다,渡って行く,Cross Over,외롭다,さびしい,Lonely,잊다,忘れる,Forget,묻다,尋ねる、聞く,Ask/Inquiry,의사가 되고 싶어요.,医者になりたいです。,I want to become a doctor.,なる
기다리다,待つ,Wait,열리다,開かれる,Be Opened,맛있다,おいしい,Delicious,가다,行く,Go,옮기다,移す,Move,같다,同じだ,Same,잊어버리다,忘れてしまう,Completely Forget,행복하다,幸せだ,Happy,쉽다,簡単だ,Easy,공항에서 친구를 기다리고 있어요。,空港で友達を待っています。,I am waiting for my friend at the airport.,まつ
고맙다,ありがたい,Grateful,드시다,召し上がる,Eat/Drink (honorific),빌리다,借りる,Borrow,귀엽다,かわいい,Cute,목욕하다,入浴する,Bathe,계획하다,計画する,plan,신청하다,申請する,Apply,오르다,上る,Climb,선호하다,好む,prefer,도와주셔서 고맙습니다。,助けてくれてありがたいです。,Thank you for your help.,ありがたい
생기다,生じる,Happen,걸리다,かかる,Take Time/Get Stuck,일어서다,立ち上がる,Stand Up,간단하다,簡単だ,Simple,나빠지다,悪くなる,Worsen,닫히다,閉まる,Be Closed,어리다,幼い,Young,물어보다,尋ねてみる、聞いてみる、聞く,Ask/Try Asking,멋지다,素敵だ,nice,문제가 생겼어요.,問題が生じました。,A problem occurred.,しょうじる
부탁하다,依頼する,Request,뜨다,(目を)開く,Open (eyes),청소하다,掃除する,Clean,신다,履く,Put On Shoes,신청하다,申請する,Apply,죄송하다,申し訳ない,Sorry,들어가다,入って行く、入る,Enter,취직하다,就職する,Get a Job,즐거워하다,楽しがる,Enjoy,친구에게 도움을 부탁했어요.,友達に助けを依頼しました。,I asked my friend for help.,いらいする
반갑다,嬉しい,Glad/Pleased,닮다,似る,Resemble,불타다,燃える,be on fire,없다,ない,Not Exist,어렵다,難しい,Difficult,치료하다,治療する,Treat,알았습니다,わかりました,Understood,알리다,知らせる,Inform,시키다,注文する,Order,만나서 반가워요.,会えて嬉しいです。,I'm glad to meet you.,うれしい
나오다,出て来る、現れる,Come Out/Appear,어리다,幼い,Young,건너가다,渡って行く,Cross Over,노랗다,黄色い,Yellow,보다,見る、より,See,맞습니다,そうです,That's Right (formal),기다리다,待つ,Wait,존중하다,尊重する,respect (opinions),바라다,願う,Wish,태양이 나오고 있어요。,太陽が出ています。,The sun is coming out.,でてくる
똑같다,全く同じだ、そっくりだ,Same Exactly,팔다,売る,Sell,나오다,出て来る、現れる,Come Out/Appear,어리다,幼い,Young,돌아가다,帰って行く,Go Back,늘다,増える、増す,Increase,먹다,食べる,Eat,선택하다,選択する,Select,놓다,置く,Put,그녀의 드레스는 내 것과 똑같아요.,彼女のドレスは私のものと全く同じです。,Her dress is exactly the same as mine.,まったくおなじだ、そっくりだ
