Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
러시아,ロシア,Russia,박물관,博物館,museum,소식,消息,news,드디어,ついに,finally/at last,하지만,でも,but/however,만일,万一,if by any chance,복도,廊下,hallway,환자,患者,Patient,베이컨,ベーコン,Bacon,러시아는 추운 나라예요.,ロシアは寒い国です。,Russia is a cold country.,ろしあ
겨울방학,冬休み,Winter Break,소,牛,Cow,이것,これ,This,우편번호,郵便番号,postal code,손뜨개,手編み/ニット,knitting,조카,甥,Nephew,문자,文字,character,푹,ぐっすり,Deeply,아빠,パパ,Dad,겨울방학 동안 여행을 갔어요。,冬休み中に旅行に行きました。,I went on a trip during winter break.,ふゆやすみ
길,道,Street/Road,소설,小説,Novel,아버님,お父様,Father (honorific),불,火,Fire,내,私の、僕の、おれの,My,덕분,おかげ,Thanks to,좀,ちょっと,A Little,실례,失礼,Excuse,우정,友情,friendship,길이 막혀서 늦었어요。,道が混んでいて遅れました。,I was late because the road was congested.,みち
동물원,動物園,zoo,시청,市役所,City Hall,축하,祝賀,Congratulations,맞은편,向こう側、向かい,Opposite Side,아저씨,おじさん,Uncle,심지어,さらに,even (what’s more),금방,すぐ、さっき,Soon/Just Now,과,課,Subject,세탁소,クリーニング屋,Dry Cleaner,동물원에 사자와 호랑이가 있어요.,動物園にライオンとトラがいます。,There are lions and tigers in the zoo.,どうぶつえん
신청서,申請書,Application Form,학년,学年,Grade,먼저,まず,First/Besides,물건,物、物品,Thing/Item,골목,路地、裏通り,Alley,바다,海,sea,금방,すぐ、さっき,Soon/Just Now,항상,いつも,always,제주도,済州島,Jeju Island,신청서를 작성했어요.,申請書を作成しました。,I filled out the application form.,しんせいしょ
야구,野球,Baseball,무료,無料,Free,전,全,All,선배,先輩,Senior,피아노,ピアノ,Piano,기분,気分,Mood,왼쪽,左,Left Side,선생님,先生,Teacher,토요일,土曜日,Saturday,그는 야구를 좋아해요.,彼は野球が好きです。,He likes baseball.,やきゅう
새우,えび,Shrimp,또는,または,or,불,火,Fire,목욕,沐浴、入浴,Bath,사촌,いとこ,Cousin,초록색,緑色,Green,계속,続けて,Continue,스키장,スキー場,Ski Resort,금요일,金曜日,Friday,새우를 구웠어요.,エビを焼きました。,I grilled shrimp.,えび
물건,物、物品,Thing/Item,이미,すでに,already,주위,周囲,Surroundings,학교,学校,School,예술,芸術,art,사자,獅子,lion,습관,習慣,Habit,관심,関心、興味,Interest,몽골,モンゴル,Mongolia,물건을 사왔어요.,物を買ってきました。,I bought things.,ぶつげん、ぶっぴん
그날,その日,That day,아시아,アジア,Asia,잔치,パーティ,Party,평양,ピョンヤン,Pyongyang,연휴,連休,Holiday,언제,いつ,When,그동안,これまで,Meanwhile,의미,意味,Meaning,설날,ソルラル (旧正月),Lunar New Year,그날은 비가 많이 왔어요。,その日は雨がたくさん降りました。,It rained a lot that day.,そのひ
기자,記者,Reporter,뉴스,ニュース,News,주사,注射,Injection,섬,島,Island,영상,映像,Image,하얀색,白色,white,아래,下,Below,시골,いなか,Countryside,안부,安否,well-being,그는 유명한 기자예요。,彼は有名な記者です。,He is a famous reporter.,きしゃ
