Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
산사태,山崩れ,landslide,비디오,ビデオ,Video,쪽,ページ,Page,부부,夫婦,Married Couple,고양이,猫,Cat,스타킹,ストッキング,Stockings,피자,ピザ,Pizza,이론,理論,theory,단체,団体,group/organization,산사태로 도로가 막혔어요.,山崩れで道路がふさがりました。,The road was blocked by a landslide.,やまくずれ
따로,別に、別途,Separately,달력,カレンダー,calendar,매우,非常に,very/quite,월세,月払いの家賃,Rent,초등학교,小学校,elementary school,산,山,mountain,사진 촬영,写真撮影,photography,할머니,祖母,grandmother,수영복,水着,Swimsuit,우리는 따로 만날 거예요.,私たちは別々に会います。,We will meet separately.,べつに、べつと
관심,関心、興味,Interest,거리,通り、街,Street/Distance,국기,国旗,national flag,우유,牛乳,milk,오랜만에,久しぶりに,After a While,남녀,男女,Male and Female,여기저기,あちこち,Here and There,생명,生命,life,팔,腕,Arm,그는 역사에 관심이 많아요。,彼は歴史に興味があります。,He is very interested in history.,かんしん
어린이날,オリニナル (子どもの日),Children’s Day,우리나라,韓国、わが国,Our Country,만화,漫画,Cartoon/Comic,숲,森,forest,등산,登山,hiking/mountain climbing,꼭,必ず,Definitely,오히려,むしろ,rather (contrary),저녁,夕方,Dinner,이사,引っ越し,Move,어린이날에는 놀이공원이 붐벼요.,子どもの日には遊園地が混雑します。,Amusement parks are crowded on Children’s Day.,おりになる
걱정,心配,Worry,노트북,ノートパソコン,laptop,영국,英国,England,작은아버지,父の弟、おじ,Uncle (Paternal),성함,お名前,Name (honorific),시합,試合,match/game,초등학교,小学校,elementary school,얼마동안,どのくらいの間,for how long,내용,内容,Content,걱정하지 마세요。,心配しないでください。,Don't worry.,しんぱい
머리,頭、髪,Head/Hair,경치,景色、風景,Scenery,얼음,氷,Ice,베트남,ベトナム,Vietnam,지하,地下,Underground,교체,交換,Replacement,한복,韓服,Hanbok,문자,文字,character,교통사고,交通事故,Traffic Accident,머리가 아파요.,頭が痛いです。,My head hurts.,あたま、かみ
토마토,トマト,tomato,한국,韓国,Korea,사탕,飴,Candy,언니,姉,Sister,소식,消息,news,대답,答え,Answer,이미,すでに,already,대학교,大学校,College/University,실수,失敗,Mistake,토마토가 빨개요.,トマトは赤いです。,The tomato is red.,とまと
주로,主に,Mainly,교외,郊外,suburbs,광고,広告,advertisement,라디오,ラジオ,radio,평양,ピョンヤン,Pyongyang,쇼핑,ショッピング,Shopping,영화,映画,movie,고추장,コチュジャン,Chili Paste,학년,学年,Grade,주로 집에서 공부해요.,主に家で勉強します。,I mainly study at home.,おもに
노래,歌,Song,따로,別に、別途,Separately,가지,種類,Type,늦잠,寝坊,Oversleep,예산,予算,budget,음식,食べ物,Food,칼,ナイフ,Knife,수치,数値,value/figure,물론,もちろん,of course,좋은 노래를 들었어요。,良い歌を聴きました。,I listened to a good song.,うた
김치찌개,キムチ鍋,Kimchi Stew,주위,周囲,Surroundings,뉴스,ニュース,News,전쟁,戦争,war,색,色,Color,과,課,Subject,베트남,ベトナム,Vietnam,작은,小さい,small,웬일,何事,What's the Matter,김치찌개는 매콤해요。,キムチ鍋は辛いです。,Kimchi stew is spicy.,きむちじょう
