Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
메뉴,メニュー,Menu,체육관,体育館,gym,청바지,ジーンズ,Jeans,얼굴,顔,face,축제,祝祭,festival,값,値段、価値,Price,반,半分、班,Half/Group,가족,家族,Family,소방서,消防署,fire station,어떤 메뉴를 고르셨나요?,どのメニューを選びましたか?,Which menu did you choose?,めにゅー
그릇,器、容器,Bowl,딸,娘,Daughter,스승의날,ススンエナル (先生の日),Teacher’s Day,마침,ちょうど,just in time,중국집,中華料理店,Chinese Restaurant,여러,いくつかの,several/various,목소리,声,Voice,할아버지,祖父,grandfather,천둥,雷,thunder,그릇에 밥을 담았어요。,器にご飯を盛りました。,I put rice in the bowl.,うつわ
법,法,law,딸기,いちご,Strawberry,좀더,もう少し,A Bit More,가장,最も、一番,Most,지방,地方,Region,원인,原因,cause,대부분,大部分,mostly/for the most part,영화,映画,movie,과자,菓子,Snack,법을 잘 지켜야 해요.,法を守らなければなりません。,We must obey the law.,ほう
실험,実験,experiment,미용실,美容室,Beauty Salon,술,酒,Alcohol,갈비,カルビ,Beef Ribs,절대(로),絶対に,never/absolutely,어서,はやく,Quickly,번호,番号,Number,각,各,various/each,영어회화,英会話,English Conversation,실험 결과가 나왔어요.,実験の結果が出ました。,The experiment results came out.,じっけん
예측,予測,prediction,중,中,Middle,버스정류장,バス停,Bus stop,사실,事実,fact,중학교,中学校,junior high school,거의,ほとんど,Almost,거리,通り、街,Street/Distance,화가,画家,Painter,천둥,雷,thunder,정확한 예측은 어려워요.,正確な予測は難しいです。,It's hard to make an accurate prediction.,よそく
태풍,台風,typhoon,사실,事実,fact,콧노래,鼻歌,Humming,사탕,飴,Candy,지난주,先週,Last Week,시,市/時,City/Hour,식료품점,食料品店,grocery store,항구,港,port,휴지통,ゴミ箱,Trash Can,태풍이 상륙했어요.,台風が上陸しました。,A typhoon has made landfall.,たいふう
메시지,メッセージ,Message,녹색,緑色,Green,의사,医師,doctor,기술,技術,skill,일본어,日本語,Japanese Language,데이터,データ,data,자연,自然,Nature,사진 촬영,写真撮影,photography,불고기,プルコギ,Bulgogi,메시지를 보냈어요.,メッセージを送りました。,I sent a message.,めっせーじ
추석,チュソク (秋夕),Korean Thanksgiving,수건,タオル,Towel,준비,準備,Preparation,무료,無料,Free,피자,ピザ,Pizza,것,もの、こと,Thing,하얀색,白色,white,그러나,しかし,but/however,거기,そこ,There,추석에는 송편을 먹어요.,秋夕にはソンピョンを食べます。,We eat songpyeon during Chuseok.,ちゅそく
책방,本屋,Bookstore,장마,梅雨,Rainy Season,이해,理解,Understanding,열,熱、10,Ten/Heat,날,日,Day,늘,いつも、ずっと,Always,그들,彼ら,They,함께,一緒に,Together,중학생,中学生,Middle School Student,책방에서 책을 샀어요.,本屋で本を買いました。,I bought a book at the bookstore.,ほんや
문,ドア,door,화,怒り,Anger,책방,本屋,Bookstore,양말,靴下,socks,콩,豆,Bean,살,歳,Age,채소,野菜,Vegetable,그런,そんな,Like that,쪽,ページ,Page,문을 열었어요.,ドアを開けました。,I opened the door.,どあ
