Correct_Korean,Correct_Japanese,Correct_English,Choice1_Korean,Choice1_Japanese,Choice1_English,Choice2_Korean,Choice2_Japanese,Choice2_English,Choice3_Korean,Choice3_Japanese,Choice3_English,Choice4_Korean,Choice4_Japanese,Choice4_English,Choice5_Korean,Choice5_Japanese,Choice5_English,Choice6_Korean,Choice6_Japanese,Choice6_English,Choice7_Korean,Choice7_Japanese,Choice7_English,Choice8_Korean,Choice8_Japanese,Choice8_English,Example_Sentence,Example_Sentence_Meaning,Example_Sentence_Meaning_English,Correct_Hiragana
고향,故郷,Hometown,교통사고,交通事故,Traffic Accident,고추,唐辛子,Chili Pepper,연두색,黄緑色,yellowish green,양,量,Amount,자유,自由,freedom,한국어,韓国語,Korean,이번,今回,This Time,오이,きゅうり,cucumber,고향에 가고 싶어요。,故郷に行きたいです。,I want to go to my hometown.,こきょう
사고,事故,accident,봄,春,Spring,그림자,影,shadow,작년,昨年,Last Year,많이,多く、たくさん,Many/Much,수영,水泳,Swimming,급,級,Level/Grade,길,道,Street/Road,카메라,カメラ,camera,사고가 발생했어요.,事故が発生しました。,An accident occurred.,じこ
요리,料理,Cooking,상자,箱,Box,평화,平和,peace,야구,野球,Baseball,중학교,中学校,junior high school,어젯밤,昨夜,Last Night,시설,施設,Facility,이용,利用,Use,경찰서,警察署,Police Station,요리를 배웠어요.,料理を習いました。,I learned cooking.,りょうり
차,車/お茶,Car,도쿄,東京,Tokyo,가슴,胸,Chest,물,水,water,자두,すもも,plum,팁,チップ,tip,경제,経済,economy,일기,日記,Diary,이자,利子,interest,차를 타고 여행 갔어요.,車で旅行に行きました。,I traveled by car.,くるま
원피스,ワンピース,Dress,상품,商品,Product,부산,プサン,Busan,자주,しばしば,frequently/often,다른,別の~、違う~,Different ~,잠깐,しばらく,A Moment,밥,ご飯、食事,Meal/Rice,이번,今回,This Time,한식,韓国料理,Korean Food,원피스를 입었어요.,ワンピースを着ました。,I wore a dress.,わんぴーす
시간,時間,Time,특별히,特別に,Specially,오전,午前,forenoon,밤,夜,Night,원피스,ワンピース,Dress,운동,運動,Exercise,국내,国内,Domestic,부산,プサン,Busan,이것,これ,This,많은 시간을 들였어요.,多くの時間を費やしました。,I spent a lot of time.,じかん
생일,誕生日,Birthday,아침,朝,Morning,소고기,牛肉,Beef,잠깐,しばらく,A Moment,국기,国旗,national flag,위,上,Above,하지만,でも,but/however,연예인,芸能人,Celebrity,그래서,だから,so/therefore,내일은 제 생일이에요.,明日は私の誕生日です。,Tomorrow is my birthday.,たんじょうび
운동장,運動場,Playground,우산,傘,umbrella,며칠,何日,How Many Days,콜라,コーラ,Cola,여보세요,もしもし,Hello (on phone),코,鼻,nose,녹차,緑茶,Green Tea,심지어,さらに,even (what’s more),신문,新聞,newspaper,운동장에서 축구를 했어요.,運動場でサッカーをしました。,I played soccer on the playground.,うんどうじょう
달걀,卵,Egg,우유,牛乳,milk,녹색,緑色,Green,젓가락,箸,Chopsticks,사거리,四つ角,Crossroads,지하철역,地下鉄の駅,Subway Station,너,きみ、おまえ,You,나중,（時間や順序が）後,Later,공휴일,祝日,Holiday,아침으로 달걀을 먹었어요.,朝食に卵を食べました。,I ate eggs for breakfast.,たまご
강좌,講座,Course,서로,互いに,Each Other,중학생,中学生,Middle School Student,약,約~、薬,Approximately/Medicine,사이다,サイダー,Soda,요일,曜日,Day of the Week,남색,藍色/濃紺,navy/navy blue,아랍어,アラビア語,Arabic,강아지,子犬,Puppy,이번 학기에 새로운 강좌를 들었어요。,今学期に新しい講座を受けました。,I took a new course this semester.,こうざ
